relative_path,extension,size_bytes,reason
final_full/baselines/ctgan/error/D/R100/BASE/generator.pt,.pt,954827,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/error/D/R200/BASE/critic.pt,.pt,1660617,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/error/D/R200/BASE/generator.pt,.pt,936907,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/error/D/R500/BASE/critic.pt,.pt,1496777,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/error/D/R500/BASE/generator.pt,.pt,895947,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/A/R100/BASE/critic.pt,.pt,1660617,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/A/R100/BASE/generator.pt,.pt,936907,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/A/R200/BASE/critic.pt,.pt,1588937,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/A/R200/BASE/generator.pt,.pt,918987,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/A/R500/BASE/critic.pt,.pt,1363657,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/A/R500/BASE/generator.pt,.pt,862667,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/D/R100/BASE/critic.pt,.pt,1670857,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/D/R100/BASE/generator.pt,.pt,939467,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/D/R200/BASE/critic.pt,.pt,1496777,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/D/R200/BASE/generator.pt,.pt,895947,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/D/R500/BASE/critic.pt,.pt,1404617,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/time/D/R500/BASE/generator.pt,.pt,872907,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/D/R100/BASE/critic.pt,.pt,1640137,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/D/R100/BASE/generator.pt,.pt,931787,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/D/R200/BASE/critic.pt,.pt,1547977,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/D/R200/BASE/generator.pt,.pt,908747,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/D/R500/BASE/critic.pt,.pt,1425097,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/D/R500/BASE/generator.pt,.pt,878027,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/F/R100/BASE/critic.pt,.pt,1732297,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/F/R100/BASE/generator.pt,.pt,954827,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/F/R200/BASE/critic.pt,.pt,1650377,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/F/R200/BASE/generator.pt,.pt,934347,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/F/R500/BASE/critic.pt,.pt,1476297,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/ctgan/union/F/R500/BASE/generator.pt,.pt,890827,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/D/R100/BASE/generator_boolean.pt,.pt,131533,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/D/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/boolean/D/R200/BASE/generator_boolean.pt,.pt,131533,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/D/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/boolean/D/R500/BASE/generator_boolean.pt,.pt,131533,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/D/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/boolean/E/R100/BASE/generator_boolean.pt,.pt,131533,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/E/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/boolean/E/R200/BASE/generator_boolean.pt,.pt,131533,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/E/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/boolean/E/R500/BASE/generator_boolean.pt,.pt,131533,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/boolean/E/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/error/B/R100/BASE/generator_error.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/error/B/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/error/B/R200/BASE/generator_error.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/error/B/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/error/B/R500/BASE/generator_error.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/error/B/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/error/D/R100/BASE/generator_error.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/error/D/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/error/D/R200/BASE/generator_error.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/error/D/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/error/D/R500/BASE/generator_error.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/error/D/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/time/A/R100/BASE/generator_time.pt,.pt,131497,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/time/A/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/time/A/R200/BASE/generator_time.pt,.pt,131497,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/time/A/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/time/A/R500/BASE/generator_time.pt,.pt,131497,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/time/A/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/time/D/R100/BASE/generator_time.pt,.pt,131497,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/time/D/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/time/D/R200/BASE/generator_time.pt,.pt,131497,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/time/D/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/time/D/R500/BASE/generator_time.pt,.pt,131497,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/time/D/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/union/D/R100/BASE/generator_union.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/union/D/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/union/D/R200/BASE/generator_union.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/union/D/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/union/D/R500/BASE/generator_union.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/union/D/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/union/F/R100/BASE/generator_union.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/union/F/R100/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/union/F/R200/BASE/generator_union.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/union/F/R200/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/gan/union/F/R500/BASE/generator_union.pt,.pt,131509,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/gan/union/F/R500/BASE/scaler.joblib,.joblib,2727,Serialized Random Forest/model binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/D/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/D/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/D/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/D/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/D/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/D/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/E/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/E/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/E/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/E/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/E/R500/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/boolean/E/R500/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/B/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/B/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/B/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/B/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/B/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/B/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/D/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/D/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/D/R200/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/D/R200/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/D/R500/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/error/D/R500/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/A/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/A/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/A/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/A/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/A/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/A/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/D/R100/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/D/R100/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/D/R200/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/D/R200/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/D/R500/BASE/discriminator.pt,.pt,26938084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/time/D/R500/BASE/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/D/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/D/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/D/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/D/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/D/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/D/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/F/R100/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/F/R100/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/F/R200/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/F/R200/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/F/R500/BASE/discriminator.pt,.pt,26938340,PyTorch model/checkpoint binary; excluded from information-only package
final_full/baselines/seqgan_master/union/F/R500/BASE/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R100/V7/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R100/V7/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R100/V8/discriminator.pt,.pt,2028964,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R100/V8/generator.pt,.pt,131441,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R200/V7/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R200/V7/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R200/V8/discriminator.pt,.pt,2005924,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R200/V8/generator.pt,.pt,108081,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V7/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V7/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2319059,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2319059,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2319059,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2319059,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V8/discriminator.pt,.pt,1982372,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/D/R500/V8/generator.pt,.pt,84145,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R100/V2/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2580947,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R100/V2/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2580947,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R100/V2/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2580947,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R100/V2/_recovery_checkpoints/latest_adversarial.pt,.pt,2580947,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R100/V2/discriminator.pt,.pt,2034084,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R100/V2/generator.pt,.pt,136689,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R200/V2/discriminator.pt,.pt,2009508,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R200/V2/generator.pt,.pt,111729,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R500/V2/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2354131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R500/V2/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2354131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R500/V2/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2354131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R500/V2/_recovery_checkpoints/latest_adversarial.pt,.pt,2354131,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R500/V2/discriminator.pt,.pt,1989284,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/boolean/E/R500/V2/generator.pt,.pt,91185,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R100/V8/discriminator.pt,.pt,2003620,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R100/V8/generator.pt,.pt,105713,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R200/V8/discriminator.pt,.pt,1993124,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R200/V8/generator.pt,.pt,95089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R500/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2306259,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R500/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2306259,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R500/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2306259,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R500/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2306259,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R500/V8/discriminator.pt,.pt,1979812,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/B/R500/V8/generator.pt,.pt,81521,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R100/V4/discriminator.pt,.pt,1961636,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R100/V4/generator.pt,.pt,63089,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R100/V8/discriminator.pt,.pt,2017188,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R100/V8/generator.pt,.pt,119473,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R200/V4/discriminator.pt,.pt,1961380,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R200/V4/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R200/V8/discriminator.pt,.pt,1999012,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R200/V8/generator.pt,.pt,101041,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V4/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2212819,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V4/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2212819,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V4/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2212819,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V4/_recovery_checkpoints/latest_adversarial.pt,.pt,2212819,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V4/discriminator.pt,.pt,1961380,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V4/generator.pt,.pt,62833,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0180.pt,.pt,2330835,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0190.pt,.pt,2330835,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V8/_recovery_checkpoints/adversarial_epoch_0200.pt,.pt,2330835,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V8/_recovery_checkpoints/latest_adversarial.pt,.pt,2330835,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V8/discriminator.pt,.pt,1984676,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/error/D/R500/V8/generator.pt,.pt,86513,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R100/V8/discriminator.pt,.pt,1999012,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R100/V8/generator.pt,.pt,101041,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R200/V8/discriminator.pt,.pt,1985188,PyTorch model/checkpoint binary; excluded from information-only package
final_full/seqgan_improved_refinement/time/A/R200/V8/generator.pt,.pt,87025,PyTorch model/checkpoint binary; excluded from information-only package
