elapsed_seconds,allowed_concurrency,running,pending,cpu_percent,ram_percent,gpu_util_percent,gpu_memory_percent,gpu_memory_used_mb,gpu_memory_total_mb
370.5,9,8,12,77.4,22.8,100.0,15.420682469393071,3552.0,23034.0
386.1,9,9,11,86.3,23.0,100.0,15.394634019275854,3546.0,23034.0
401.3,9,9,11,67.0,22.7,100.0,15.420682469393071,3552.0,23034.0
416.6,10,8,11,68.5,22.7,100.0,15.420682469393071,3552.0,23034.0
432.5,10,10,9,75.6,25.3,100.0,17.348267778067203,3996.0,23034.0
447.8,10,9,9,75.0,25.3,100.0,17.348267778067203,3996.0,23034.0
463.4,11,10,8,83.6,27.7,100.0,19.25414604497699,4435.0,23034.0
479.0,11,11,7,91.7,30.0,100.0,21.12529304506382,4866.0,23034.0
494.3,11,11,7,93.4,30.0,100.0,21.160024311886776,4874.0,23034.0
509.6,11,11,7,92.0,27.9,100.0,19.228097594859772,4429.0,23034.0
524.9,11,11,7,84.6,27.6,100.0,19.228097594859772,4429.0,23034.0
540.2,12,10,7,83.4,27.8,100.0,19.228097594859772,4429.0,23034.0
556.1,12,12,5,100.0,32.3,100.0,22.987757228444906,5295.0,23034.0
571.4,12,12,5,98.7,32.6,100.0,23.09195102891378,5319.0,23034.0
586.8,12,12,5,99.3,32.7,100.0,23.10931666232526,5323.0,23034.0
602.1,12,12,5,100.0,32.7,100.0,23.10931666232526,5323.0,23034.0
617.4,12,12,5,100.0,30.4,100.0,21.177389945298255,4878.0,23034.0
632.8,12,12,5,99.7,30.3,100.0,21.186072762003995,4880.0,23034.0
648.1,12,11,5,100.0,30.3,100.0,21.186072762003995,4880.0,23034.0
663.4,12,11,5,91.4,27.9,100.0,19.25414604497699,4435.0,23034.0
679.0,12,11,4,99.3,30.3,100.0,21.151341495181036,4872.0,23034.0
694.4,12,11,4,100.0,30.3,100.0,21.21212121212121,4886.0,23034.0
709.7,12,11,4,100.0,30.3,100.0,21.21212121212121,4886.0,23034.0
725.0,13,11,4,91.4,28.0,100.0,19.297560128505687,4445.0,23034.0
740.6,13,11,3,99.7,27.9,100.0,19.280194495094207,4441.0,23034.0
756.0,13,11,3,91.7,28.0,100.0,19.306242945211427,4447.0,23034.0
771.6,13,11,2,100.0,30.3,100.0,21.22080402882695,4888.0,23034.0
786.9,13,11,2,100.0,28.0,100.0,19.297560128505687,4445.0,23034.0
802.3,13,11,2,91.7,27.9,100.0,19.297560128505687,4445.0,23034.0
817.9,13,11,1,100.0,30.1,100.0,21.20343839541547,4884.0,23034.0
833.2,13,11,1,100.0,30.2,100.0,21.22948684553269,4890.0,23034.0
848.5,13,11,1,92.7,27.9,100.0,19.297560128505687,4445.0,23034.0
863.9,13,10,1,93.0,27.9,100.0,19.297560128505687,4445.0,23034.0
879.2,13,10,1,93.0,28.0,100.0,19.323608578622906,4451.0,23034.0
894.5,13,10,1,92.7,28.0,100.0,19.323608578622906,4451.0,23034.0
909.8,14,10,1,75.7,23.1,100.0,15.468437961274638,3563.0,23034.0
925.4,14,9,0,75.7,24.0,100.0,17.374316228184423,4002.0,23034.0
940.7,14,9,0,66.8,20.9,100.0,13.523487019189025,3115.0,23034.0
956.0,15,8,0,59.9,20.6,100.0,13.549535469306242,3121.0,23034.0
971.3,15,7,0,59.7,20.6,100.0,13.549535469306242,3121.0,23034.0
986.6,15,7,0,59.8,20.7,100.0,13.549535469306242,3121.0,23034.0
1001.9,16,7,0,50.2,18.3,100.0,11.617608752279239,2676.0,23034.0
1017.2,16,6,0,50.5,18.3,100.0,11.617608752279239,2676.0,23034.0
1032.4,16,6,0,50.3,18.4,100.0,11.617608752279239,2676.0,23034.0
1047.7,17,6,0,58.5,18.4,100.0,11.617608752279239,2676.0,23034.0
1063.0,17,6,0,62.8,18.3,100.0,11.617608752279239,2676.0,23034.0
1078.3,17,6,0,50.8,16.0,100.0,9.685682035252237,2231.0,23034.0
1093.6,18,6,0,42.7,11.7,100.0,5.821828601198229,1341.0,23034.0
1108.9,18,5,0,17.6,8.6,100.0,3.889901884171225,896.0,23034.0
1124.2,18,2,0,0.3,3.7,0.0,0.013024225058609012,3.0,23034.0
