thesis_table_ids,run_key,run_id,campaign,method_id,method_display_vi,family,scenario,ratio,variant,execution_profile,status,destination,config_path,config_sha256,dataset_path,dataset_sha256,holdout_path,holdout_sha256,run_manifest_path,run_manifest_sha256,training_metadata_path,training_metadata_sha256,generated_payloads_path,generated_payloads_sha256,quality_metrics_path,quality_metrics_sha256,rf_metrics_path,rf_metrics_sha256,waf_source_row_start_inclusive,waf_source_row_end_exclusive,waf_source_row_count,empty_payload_count,waf_source_csv_sha256,waf_probe_join_rule
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R200|V2,final_full__seqgan_improved_refinement__boolean__E__R200__V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,E,200,V2,full,completed,final_full/seqgan_improved_refinement/boolean/E/R200/V2,,,data/prepared/frozen/boolean/E/attack_train.csv,98461a3edc5e249c8d0c415d677cab944ee339576ba8512423bef1417f01c47b,data/prepared/splits/boolean_holdout.csv,f5e852eff35e7e3320fa2224148e98c5e19fc1af59842890484e2c3f69e603db,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R200/V2/run_manifest.json,831be85653846e2cc78120d4e1cbd92029ff9e7b8a1569b19819d740e16db216,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R200/V2/training_metadata.json,10571de854d347ff1dcbc7ff4808a74d876d37800654fed1e34589b7efcfa0bc,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R200/V2/generated_payloads.csv,3cfedc629a6eb1a6f0ff8fa5dbc18c3ff573e9c2837aab721f51ad3f7ef67772,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R200/V2/quality_metrics.json,42914c19ff32606c6cd7cca30c4a3344ef94241628bd69228bdb50db4d29f34e,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R200/V2/rf_metrics.json,9deaf8ae718382091736806ebbab6e85abca9668817dea5259b0781aed88da04,206000,208000,2000,1,3cfedc629a6eb1a6f0ff8fa5dbc18c3ff573e9c2837aab721f51ad3f7ef67772,source_row >= 206000 and source_row < 208000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|boolean|E|R500|V2,final_full__seqgan_improved_refinement__boolean__E__R500__V2,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,boolean,E,500,V2,full_resume_b6x,completed,final_full/seqgan_improved_refinement/boolean/E/R500/V2,,,H:\My Drive\GAN\GAN\data\prepared\phase2b\boolean\E\R500\attack_train.csv,9bf252ade2b2c36e000c52a6ddb6d8cca656e7cad51d590845821c2f824173a2,H:\My Drive\GAN\GAN\data\prepared\splits\boolean_holdout.csv,f5e852eff35e7e3320fa2224148e98c5e19fc1af59842890484e2c3f69e603db,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R500/V2/run_manifest.json,c943d97cb7a25c8ea9df9470e0214567173d28e28e500cea11958c94308a0fcf,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R500/V2/training_metadata.json,2a54b61cb879358f894b54c8a63565c9146a5e60ce72a21c3c45a5f63b999151,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R500/V2/generated_payloads.csv,54b25c054d458bb8b5f8c80f8ece9937abfd21684bce31ec76548c9b9d9f9300,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R500/V2/quality_metrics.json,d32c7784412583f2b0e8a176a98009eb72d1f9905c39806290e913201cf94fdf,final_result_info/final_full/seqgan_improved_refinement/boolean/E/R500/V2/rf_metrics.json,bf3dbcd36e24b3a51582cdab106ea25e7464c28817e8ab4e436b3144bd5096b2,208000,210000,2000,0,54b25c054d458bb8b5f8c80f8ece9937abfd21684bce31ec76548c9b9d9f9300,source_row >= 208000 and source_row < 210000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|B|R100|V8,final_full__seqgan_improved_refinement__error__B__R100__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,B,100,V8,full,completed,final_full/seqgan_improved_refinement/error/B/R100/V8,,,data/prepared/frozen/error/B/attack_train.csv,a0937b91e133ae0fad70d8dd6f35ac1014e57cfc72a6ac69b94709a715631d40,data/prepared/splits/error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/B/R100/V8/run_manifest.json,7cad0d401423e976051ff6e64dba77e3cfe72ad1c8052f5ff70612662f43dddd,final_result_info/final_full/seqgan_improved_refinement/error/B/R100/V8/training_metadata.json,b6bb1bfc440c5a022f6187e18573f1ecef126bbea7022d80b18eaf737f44421b,final_result_info/final_full/seqgan_improved_refinement/error/B/R100/V8/generated_payloads.csv,2fd9f237bbc15cd4059d3c77ad6c9c66dc7a763e364a934e793a116ebd546bfd,final_result_info/final_full/seqgan_improved_refinement/error/B/R100/V8/quality_metrics.json,f045655b94dc8702c732b86d33698cbe1300369c64176e4ad2a04518ce5e5bee,final_result_info/final_full/seqgan_improved_refinement/error/B/R100/V8/rf_metrics.json,e1cad62b42cc6eebb41cce31948beee44a50b9ade16fa7ff2d89e0165b71185a,210000,212000,2000,0,2fd9f237bbc15cd4059d3c77ad6c9c66dc7a763e364a934e793a116ebd546bfd,source_row >= 210000 and source_row < 212000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|B|R200|V8,final_full__seqgan_improved_refinement__error__B__R200__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,B,200,V8,full,completed,final_full/seqgan_improved_refinement/error/B/R200/V8,,,data/prepared/frozen/error/B/attack_train.csv,59daff6c2689a0ce5550718468bb8c79273db30dd6ab51e6e23f5d48062c7bc2,data/prepared/splits/error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/B/R200/V8/run_manifest.json,c25a292e2b84fc4f76a12dc9a8818dbddd7524248ce3c98ee5a7db58aa6f693f,final_result_info/final_full/seqgan_improved_refinement/error/B/R200/V8/training_metadata.json,dc951f2c8f8d7925ffba64c33c13bc2882840c27bf906fb77b45044f4b60f64d,final_result_info/final_full/seqgan_improved_refinement/error/B/R200/V8/generated_payloads.csv,1b61eadd2a371f5f98a980ee1d85d4478461be3feaffa85ef0acc4c57cd5f0a1,final_result_info/final_full/seqgan_improved_refinement/error/B/R200/V8/quality_metrics.json,f906adc9366fc8cb0afdfc75998d6c526bc6550e075db76cbd7c195d740efbdc,final_result_info/final_full/seqgan_improved_refinement/error/B/R200/V8/rf_metrics.json,4f75bae9f68ffb3431d9f88dcb3710d63f5fd4f506090da763605c72e125d114,212000,214000,2000,0,1b61eadd2a371f5f98a980ee1d85d4478461be3feaffa85ef0acc4c57cd5f0a1,source_row >= 212000 and source_row < 214000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|B|R500|V8,final_full__seqgan_improved_refinement__error__B__R500__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,B,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/error/B/R500/V8,,,H:\My Drive\GAN\GAN\data\prepared\phase2b\error\B\R500\attack_train.csv,8a1f98d39a9c8322a59ba2ebe5e689d9e0eb6a4518dd2eccf8e886d5f8df37bb,H:\My Drive\GAN\GAN\data\prepared\splits\error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/B/R500/V8/run_manifest.json,38937882a61f9c375ce44c8bc3bf602f110a5c0166cc4e324dcd909fbbb3d37a,final_result_info/final_full/seqgan_improved_refinement/error/B/R500/V8/training_metadata.json,35c4da9fa909801ef366a45f77d23a28a40d931f44d1f81e607d050739e4c8ff,final_result_info/final_full/seqgan_improved_refinement/error/B/R500/V8/generated_payloads.csv,68090efdbb06f2f32ebf8a261287315ea709328a2df0fca2bf136ca748a9300e,final_result_info/final_full/seqgan_improved_refinement/error/B/R500/V8/quality_metrics.json,2e5ad4fe4b0ddeaf0c655a0dc99534bdedfa10c54df6988ab9eee1cd6e0222ac,final_result_info/final_full/seqgan_improved_refinement/error/B/R500/V8/rf_metrics.json,fde9fdf713be6e6d31d115f0f2c6847c0eae372fc44b684f53b980628891e4c0,214000,216000,2000,0,68090efdbb06f2f32ebf8a261287315ea709328a2df0fca2bf136ca748a9300e,source_row >= 214000 and source_row < 216000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|D|R100|V4,final_full__seqgan_improved_refinement__error__D__R100__V4,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,100,V4,full,completed,final_full/seqgan_improved_refinement/error/D/R100/V4,,,data/prepared/frozen/error/D/attack_train.csv,1d408c9d21708d10b686e1416a630e34c0278de92da4d55796abe8c0e82fc3b2,data/prepared/splits/error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V4/run_manifest.json,649a4a37a7511457345a03885a8b17f97c4ead85a2e8e05bf688af7301af0756,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V4/training_metadata.json,3eccd36a7f1cf7737a7651d1b41d98bd486b2ae4cdbc88effa08960e25558075,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V4/generated_payloads.csv,56dd0552233e6e94e41269cbbb6a1e35aaea5f71821cba176b50d1b6b3dfd9a0,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V4/quality_metrics.json,dc3a1995a70f95ee8b3b752e7d6cd0221522f3c8de01612ada48302210c93e1a,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V4/rf_metrics.json,ab36efd62e95a2c7f8f03ce47f7dbe3882885224e73bb708860cb9f5264053f4,216000,218000,2000,0,56dd0552233e6e94e41269cbbb6a1e35aaea5f71821cba176b50d1b6b3dfd9a0,source_row >= 216000 and source_row < 218000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|D|R100|V8,final_full__seqgan_improved_refinement__error__D__R100__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,100,V8,full,completed,final_full/seqgan_improved_refinement/error/D/R100/V8,,,data/prepared/frozen/error/D/attack_train.csv,1d408c9d21708d10b686e1416a630e34c0278de92da4d55796abe8c0e82fc3b2,data/prepared/splits/error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V8/run_manifest.json,5732435baf7cd7b5f9846f05b23bd344dba97d08bcc37b6feb63b2c0c5eee412,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V8/training_metadata.json,dc22f89abc29965e23ab6a3405179fdc2c1f2b5b6b6bc862b36228081ea8d040,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V8/generated_payloads.csv,6a6b3bf6d5982a9956aae8c6575a5b7ca3c17ab6efffde00dc779dbebfd61dcb,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V8/quality_metrics.json,c8711a202ecb70ebbaeeac9567cd55fcba84bbf9d4a56c1969811a2eb9ca37f1,final_result_info/final_full/seqgan_improved_refinement/error/D/R100/V8/rf_metrics.json,d5b09d1497afea3a87addea52b3864de5f8cf8a1d991dffeaebfbf15ea4755db,218000,220000,2000,0,6a6b3bf6d5982a9956aae8c6575a5b7ca3c17ab6efffde00dc779dbebfd61dcb,source_row >= 218000 and source_row < 220000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|D|R200|V4,final_full__seqgan_improved_refinement__error__D__R200__V4,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,200,V4,full,completed,final_full/seqgan_improved_refinement/error/D/R200/V4,,,data/prepared/frozen/error/D/attack_train.csv,6c59bb0c17a06c61164f008379950f98d17678576d517fcf77432852446583da,data/prepared/splits/error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V4/run_manifest.json,04d6570552f3318f4d37998da2947040bae68d4adcb95d369aeea89278de08bd,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V4/training_metadata.json,5eaa3a8a53e85fb60e11c2f04aab5898afb0196c9cb3125f3a0a4ce50b9ad0f1,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V4/generated_payloads.csv,97200ba4077166cccb906c7c20e9dc96b544dd9ead2a7cefe299894f564249e9,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V4/quality_metrics.json,24b8af01d105da64959feddb0707cdcdf11c558f57a11f7d0081d87fa77b8219,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V4/rf_metrics.json,b7a21a4298df837ff4fa0e4adf42ea4109d6fb44d015bd7a05fd90c7691da6de,220000,222000,2000,0,97200ba4077166cccb906c7c20e9dc96b544dd9ead2a7cefe299894f564249e9,source_row >= 220000 and source_row < 222000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|D|R200|V8,final_full__seqgan_improved_refinement__error__D__R200__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,200,V8,full,completed,final_full/seqgan_improved_refinement/error/D/R200/V8,,,data/prepared/frozen/error/D/attack_train.csv,6c59bb0c17a06c61164f008379950f98d17678576d517fcf77432852446583da,data/prepared/splits/error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V8/run_manifest.json,efb3189003c2665ab2e9ba99f984533ba3e0a7e5fdd2afefeea957762589af58,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V8/training_metadata.json,103b6d96d979144c9df57d1638806f5a4af5cf3aafaa0fbf89a8a0edccdbc420,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V8/generated_payloads.csv,d0ed6ddf6e9b3933f746b04f87f243b8e064ccec84e6052ea7ff9d610a69f493,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V8/quality_metrics.json,f940398e944099bfdf805c3b7f847f3c7bfca742fcd58adeba4536078b90b884,final_result_info/final_full/seqgan_improved_refinement/error/D/R200/V8/rf_metrics.json,fb4b83a330d1c02c293081c9348b8f2ab6edc3e7ac5f26a7f1170388bb67ae71,222000,224000,2000,0,d0ed6ddf6e9b3933f746b04f87f243b8e064ccec84e6052ea7ff9d610a69f493,source_row >= 222000 and source_row < 224000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|D|R500|V4,final_full__seqgan_improved_refinement__error__D__R500__V4,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,500,V4,full_resume_b6x,completed,final_full/seqgan_improved_refinement/error/D/R500/V4,,,H:\My Drive\GAN\GAN\data\prepared\phase2b\error\D\R500\attack_train.csv,a177eb070ab695e15a710987774467bd135beedd9cf048631c7e22c3a322d50f,H:\My Drive\GAN\GAN\data\prepared\splits\error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V4/run_manifest.json,82a14e3438b2410ef5d40cbe8927494f2849477ddf871b1cf7c5085b70e5ef47,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V4/training_metadata.json,cb87168bc75f1c1d18a3434d958633a64f80511f64dc6e87024719215be9e8e9,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V4/generated_payloads.csv,ad9d2103924ee6a89aa88fbcff46be3a21070acee3127d31392b8e08560ccf85,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V4/quality_metrics.json,a56b2f718d7c62642b1607a198d767f6cc02560649ab670907d55f803c012258,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V4/rf_metrics.json,61e0fddfd228045af6fd8a0bebf32584e051fec23a467e82869290f2ea7bfad6,224000,226000,2000,0,ad9d2103924ee6a89aa88fbcff46be3a21070acee3127d31392b8e08560ccf85,source_row >= 224000 and source_row < 226000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|error|D|R500|V8,final_full__seqgan_improved_refinement__error__D__R500__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,error,D,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/error/D/R500/V8,,,H:\My Drive\GAN\GAN\data\prepared\phase2b\error\D\R500\attack_train.csv,a177eb070ab695e15a710987774467bd135beedd9cf048631c7e22c3a322d50f,H:\My Drive\GAN\GAN\data\prepared\splits\error_holdout.csv,9a8a6ae49976f90ff02ac0c6a1897983a2897dbfcf5f62742a19410b783d5cbf,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V8/run_manifest.json,81987cee67aadf1a4893c45503e71525de75f09b54a116e248d0845c260e2416,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V8/training_metadata.json,8570d058643183dbbfb3b027a30c733593382575f16a42baab112885f8bdffed,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V8/generated_payloads.csv,0dfac45297b9afe19ad02b0257923ff2153355a60533b5331e88f314f201c3bb,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V8/quality_metrics.json,0a0d479c10871dd1ea0163e454107b92e07d073022c5b9f2203579fc68be4ae7,final_result_info/final_full/seqgan_improved_refinement/error/D/R500/V8/rf_metrics.json,380144a1a402fc40752cb4a888bdd6bb9b08bfff9c417d7e8372a640d6b9b469,226000,228000,2000,0,0dfac45297b9afe19ad02b0257923ff2153355a60533b5331e88f314f201c3bb,source_row >= 226000 and source_row < 228000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|time|A|R100|V8,final_full__seqgan_improved_refinement__time__A__R100__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,A,100,V8,full,completed,final_full/seqgan_improved_refinement/time/A/R100/V8,,,data/prepared/frozen/time/A/attack_train.csv,daff58600a0a91e7bfb7b4f4b9f1cd07a301bf215d4290d303725f86014e34f4,data/prepared/splits/time_holdout.csv,21193d98657e82d7b5c9d3f7539ca33e3020c0c075c374e9f53f3a7221981751,final_result_info/final_full/seqgan_improved_refinement/time/A/R100/V8/run_manifest.json,d5ced103b16825b2bca008e7cbc2fe50f691e32aca42122bd10214a734d48864,final_result_info/final_full/seqgan_improved_refinement/time/A/R100/V8/training_metadata.json,63153448f9c117c1285fd934ffa08116fc92ec535a33a115ceb39213683dee5a,final_result_info/final_full/seqgan_improved_refinement/time/A/R100/V8/generated_payloads.csv,0c12e69e01e882784a1fb6ef9e0b86de1a30958d29abb163d036b046827326fb,final_result_info/final_full/seqgan_improved_refinement/time/A/R100/V8/quality_metrics.json,ae98490a372820e0a73c38627a19b32b10fb550993f6a632433ded5b75e1b037,final_result_info/final_full/seqgan_improved_refinement/time/A/R100/V8/rf_metrics.json,38a0321c3ddcf417c5d1e7b560234b0e4134a37e84eba358428cf21329bf0b54,228000,230000,2000,4,0c12e69e01e882784a1fb6ef9e0b86de1a30958d29abb163d036b046827326fb,source_row >= 228000 and source_row < 230000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|time|A|R200|V8,final_full__seqgan_improved_refinement__time__A__R200__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,A,200,V8,full,completed,final_full/seqgan_improved_refinement/time/A/R200/V8,,,data/prepared/frozen/time/A/attack_train.csv,90a3233938f4d45310677216ab0b95396dc2d2976b31bbc8648d0a43257e1ce3,data/prepared/splits/time_holdout.csv,21193d98657e82d7b5c9d3f7539ca33e3020c0c075c374e9f53f3a7221981751,final_result_info/final_full/seqgan_improved_refinement/time/A/R200/V8/run_manifest.json,a4455d5f2c6f333064677c9b5966130d295c06f582c33c68e821ea1e8da64aa2,final_result_info/final_full/seqgan_improved_refinement/time/A/R200/V8/training_metadata.json,507fd192b3497d4fcce1ba5d2b5e5766e5541721ad1e37d14d866f6369cbe4b3,final_result_info/final_full/seqgan_improved_refinement/time/A/R200/V8/generated_payloads.csv,cb6ca21b3c666b79b4435bf073313ed49aadd3197eb14f8959f6082d8e56e267,final_result_info/final_full/seqgan_improved_refinement/time/A/R200/V8/quality_metrics.json,a43da16170baab4962dddb3b643976725ceb6597b838676bf36b52bb86303760,final_result_info/final_full/seqgan_improved_refinement/time/A/R200/V8/rf_metrics.json,dc9882806ed741c48638c22978fa785122270d7e804b6cd3502c38f8762965d6,230000,232000,2000,3,cb6ca21b3c666b79b4435bf073313ed49aadd3197eb14f8959f6082d8e56e267,source_row >= 230000 and source_row < 232000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|time|A|R500|V8,final_full__seqgan_improved_refinement__time__A__R500__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,A,500,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/time/A/R500/V8,,,H:\My Drive\GAN\GAN\data\prepared\phase2b\time\A\R500\attack_train.csv,9611433df95f7f02e17826519a487e60f96ee9296c2531f07e16bf8fa3ce7e58,H:\My Drive\GAN\GAN\data\prepared\splits\time_holdout.csv,21193d98657e82d7b5c9d3f7539ca33e3020c0c075c374e9f53f3a7221981751,final_result_info/final_full/seqgan_improved_refinement/time/A/R500/V8/run_manifest.json,c0cd05ebe116231fe509031190d7ef6bccca959addf885228c0fe5f08a30fd0a,final_result_info/final_full/seqgan_improved_refinement/time/A/R500/V8/training_metadata.json,6c867fc70f7934b1a825141b5b35bfc86b570329c388cd7ece86c30ad7b8f605,final_result_info/final_full/seqgan_improved_refinement/time/A/R500/V8/generated_payloads.csv,3d5a066ef9bfa403f77436fad25fdc530a96c626f99baefd4a6d5a3c8c336482,final_result_info/final_full/seqgan_improved_refinement/time/A/R500/V8/quality_metrics.json,217eae150207706d1fee480279c7eee56b0eba75db989474f09fae8f4b747026,final_result_info/final_full/seqgan_improved_refinement/time/A/R500/V8/rf_metrics.json,30ca04f3955768219678c4063ee48c89e5f8c532f0a161f668399e39037431ae,232000,234000,2000,0,3d5a066ef9bfa403f77436fad25fdc530a96c626f99baefd4a6d5a3c8c336482,source_row >= 232000 and source_row < 234000
Bảng 3.5;Bảng 3.13;Bảng 3.14;Bảng 3.16;Bảng 3.17;Bảng 3.18;Bảng 3.19;Bảng 3.20;Bảng 3.21;Hình 3.12,final_full/seqgan_improved_refinement|seqgan_improved|time|D|R100|V8,final_full__seqgan_improved_refinement__time__D__R100__V8,final_full/seqgan_improved_refinement,seqgan_improved,SeqGAN cải tiến,time,D,100,V8,full_resume_b6x,completed,final_full/seqgan_improved_refinement/time/D/R100/V8,,,H:\My Drive\GAN\GAN\data\prepared\phase2b\time\D\R100\attack_train.csv,3fdcd31ee0954c0e39c79a1dbd50e0a287315edad3cc5a0cee9fe13ed50ae60d,H:\My Drive\GAN\GAN\data\prepared\splits\time_holdout.csv,21193d98657e82d7b5c9d3f7539ca33e3020c0c075c374e9f53f3a7221981751,final_result_info/final_full/seqgan_improved_refinement/time/D/R100/V8/run_manifest.json,e313b993d6364a43cdfe91d7040bc90d2c1a3d3af12d0352b08ffa737ba28cbb,final_result_info/final_full/seqgan_improved_refinement/time/D/R100/V8/training_metadata.json,f13f36e6a58c361699fa394cf563ea85b082d770fb0db31a25f3d9e2c08b1732,final_result_info/final_full/seqgan_improved_refinement/time/D/R100/V8/generated_payloads.csv,eb6325774b98d3db68d239a592778d2112f7fbae81c9cfda27695b0f47ab2b80,final_result_info/final_full/seqgan_improved_refinement/time/D/R100/V8/quality_metrics.json,9a4bf96ef7b67937bc1bbb487ff29e7938bb203363b8cc184d128e853aef3eea,final_result_info/final_full/seqgan_improved_refinement/time/D/R100/V8/rf_metrics.json,d273f6739b802f5dbfbe8b1d954a3eb7067bfb2cd07866b5c7df9aa2a6ceb570,234000,236000,2000,1,eb6325774b98d3db68d239a592778d2112f7fbae81c9cfda27695b0f47ab2b80,source_row >= 234000 and source_row < 236000
