timestamp_utc,elapsed_seconds,allowed_concurrency,running,pending,cpu_percent,ram_percent,ram_available_gib
2026-07-14T04:32:05.578085+00:00,1073.2,6,2,87,50.5,11.2,11.256996154785156
2026-07-14T04:32:21.649783+00:00,1089.2,7,2,86,50.5,11.0,11.280162811279297
2026-07-14T04:32:37.719183+00:00,1105.3,7,2,85,56.1,11.2,11.250701904296875
2026-07-14T04:32:53.811978+00:00,1121.4,7,2,84,54.0,12.3,11.116451263427734
2026-07-14T04:33:09.906267+00:00,1137.5,7,2,83,100.0,11.6,11.205406188964844
2026-07-14T04:33:25.464105+00:00,1153.0,7,2,83,4.9,9.7,11.448539733886719
2026-07-14T04:33:42.056233+00:00,1169.6,7,2,81,100.0,10.7,11.314151763916016
2026-07-14T04:33:57.601607+00:00,1185.2,7,2,81,51.5,11.1,11.267654418945312
2026-07-14T04:34:14.206583+00:00,1201.8,7,2,79,100.0,10.7,11.31998062133789
2026-07-14T04:34:29.767546+00:00,1217.3,7,2,79,2.0,9.9,11.411144256591797
2026-07-14T04:34:46.370624+00:00,1233.9,7,2,77,100.0,10.6,11.329666137695312
2026-07-14T04:35:01.914349+00:00,1249.5,7,2,77,50.5,11.0,11.273197174072266
2026-07-14T04:35:17.986506+00:00,1265.6,7,2,76,52.5,11.1,11.26321029663086
2026-07-14T04:35:34.062274+00:00,1281.6,7,2,75,53.5,11.2,11.255428314208984
2026-07-14T04:35:50.137260+00:00,1297.7,7,2,74,70.0,11.1,11.259449005126953
2026-07-14T04:36:06.274454+00:00,1313.8,7,2,73,54.0,11.1,11.266197204589844
2026-07-14T04:36:22.349190+00:00,1329.9,8,2,72,55.0,11.3,11.237724304199219
2026-07-14T04:36:38.419025+00:00,1346.0,8,2,71,52.5,11.1,11.267013549804688
2026-07-14T04:36:54.508089+00:00,1362.1,8,2,70,52.9,11.1,11.259525299072266
2026-07-14T04:37:10.591631+00:00,1378.2,8,2,69,50.5,11.2,11.253021240234375
2026-07-14T04:37:26.671471+00:00,1394.2,8,2,68,51.5,11.3,11.236499786376953
2026-07-14T04:37:42.760125+00:00,1410.3,8,2,67,54.1,11.2,11.25558090209961
2026-07-14T04:37:58.830548+00:00,1426.4,8,2,66,50.5,11.2,11.25186538696289
2026-07-14T04:38:14.884549+00:00,1442.5,9,2,65,51.0,11.3,11.235984802246094
2026-07-14T04:38:30.998306+00:00,1458.6,9,2,64,57.0,11.2,11.250751495361328
2026-07-14T04:38:47.073261+00:00,1474.6,9,2,63,56.0,11.2,11.253253936767578
2026-07-14T04:39:03.189665+00:00,1490.8,9,2,62,53.5,11.2,11.25522232055664
2026-07-14T04:39:19.329661+00:00,1506.9,9,2,61,52.0,11.2,11.249645233154297
2026-07-14T04:39:35.405562+00:00,1523.0,9,2,60,54.5,11.1,11.26443862915039
2026-07-14T04:39:51.502601+00:00,1539.1,9,2,59,56.6,11.2,11.254344940185547
2026-07-14T04:40:07.578250+00:00,1555.2,9,2,58,52.0,11.2,11.254524230957031
2026-07-14T04:40:23.717329+00:00,1571.3,10,2,57,55.4,11.2,11.253471374511719
2026-07-14T04:40:39.780731+00:00,1587.4,10,2,56,54.0,11.2,11.257129669189453
2026-07-14T04:40:55.880750+00:00,1603.5,10,2,55,53.1,10.1,11.385753631591797
2026-07-14T04:41:11.952537+00:00,1619.5,10,2,54,89.9,10.6,11.324638366699219
2026-07-14T04:41:28.019947+00:00,1635.6,10,2,53,55.0,10.9,11.283756256103516
2026-07-14T04:41:44.098386+00:00,1651.7,10,2,52,56.6,11.4,11.220821380615234
2026-07-14T04:42:00.180402+00:00,1667.8,10,2,51,55.4,11.5,11.220283508300781
2026-07-14T04:42:16.271372+00:00,1683.8,11,2,50,54.5,11.2,11.24898910522461
2026-07-14T04:42:32.346989+00:00,1699.9,11,2,49,52.0,10.7,11.320026397705078
2026-07-14T04:42:48.428727+00:00,1716.0,11,2,48,56.0,12.8,11.055660247802734
2026-07-14T04:43:04.533158+00:00,1732.1,11,2,47,100.0,15.7,10.683418273925781
2026-07-14T04:43:20.090327+00:00,1747.7,11,2,47,100.0,15.6,10.695667266845703
2026-07-14T04:43:35.637182+00:00,1763.2,11,2,47,100.0,14.3,10.8641357421875
2026-07-14T04:43:51.181473+00:00,1778.8,11,2,47,51.0,12.7,11.06365966796875
2026-07-14T04:44:07.265313+00:00,1794.8,11,2,46,100.0,13.1,11.01321029663086
2026-07-14T04:44:22.826126+00:00,1810.4,11,2,46,100.0,14.3,10.860393524169922
2026-07-14T04:44:38.370697+00:00,1825.9,11,2,46,53.6,12.9,11.03995132446289
2026-07-14T04:44:54.436008+00:00,1842.0,11,2,45,100.0,14.1,10.884403228759766
2026-07-14T04:45:09.990179+00:00,1857.6,11,2,45,54.0,11.2,11.258365631103516
2026-07-14T04:45:26.066133+00:00,1873.6,11,2,44,50.5,12.9,11.038040161132812
2026-07-14T04:45:42.146300+00:00,1889.7,11,2,43,100.0,13.2,11.003955841064453
2026-07-14T04:45:57.704191+00:00,1905.3,11,2,43,64.0,9.9,11.415660858154297
2026-07-14T04:46:13.785097+00:00,1921.4,11,2,42,100.0,13.0,11.02310562133789
2026-07-14T04:46:29.368481+00:00,1936.9,11,2,42,57.0,12.9,11.032901763916016
2026-07-14T04:46:45.464309+00:00,1953.0,11,2,41,100.0,15.3,10.736648559570312
2026-07-14T04:47:01.039893+00:00,1968.6,11,2,41,100.0,15.7,10.684349060058594
2026-07-14T04:47:16.588361+00:00,1984.2,11,2,41,100.0,15.8,10.666007995605469
2026-07-14T04:47:32.135996+00:00,1999.7,11,2,41,100.0,15.7,10.681015014648438
2026-07-14T04:47:47.689505+00:00,2015.3,11,2,41,100.0,15.8,10.669666290283203
2026-07-14T04:48:03.238679+00:00,2030.8,11,2,41,100.0,15.8,10.663597106933594
2026-07-14T04:48:18.863401+00:00,2046.4,11,2,41,100.0,13.3,10.985347747802734
2026-07-14T04:48:34.448273+00:00,2062.0,11,2,41,100.0,14.2,10.871437072753906
2026-07-14T04:48:50.030530+00:00,2077.6,11,2,41,100.0,13.0,11.029930114746094
2026-07-14T04:49:05.576216+00:00,2093.1,11,1,41,100.0,11.6,11.204452514648438
2026-07-14T04:49:21.134357+00:00,2108.7,11,1,41,21.6,10.0,11.400894165039062
2026-07-14T04:49:37.736331+00:00,2125.3,11,2,39,100.0,15.2,10.748355865478516
2026-07-14T04:49:53.289459+00:00,2140.9,11,2,39,100.0,15.3,10.729061126708984
2026-07-14T04:50:08.915700+00:00,2156.5,11,2,39,100.0,14.3,10.865234375
2026-07-14T04:50:24.508614+00:00,2172.1,11,2,39,100.0,11.4,11.228294372558594
2026-07-14T04:50:40.068179+00:00,2187.6,11,1,39,4.0,9.9,11.419269561767578
2026-07-14T04:50:56.657315+00:00,2204.2,11,2,37,100.0,15.7,10.68093490600586
2026-07-14T04:51:12.214702+00:00,2219.8,11,2,37,99.0,15.9,10.660846710205078
2026-07-14T04:51:27.815910+00:00,2235.4,11,2,37,100.0,12.5,11.093414306640625
2026-07-14T04:51:43.425759+00:00,2251.0,11,2,37,4.0,10.0,11.402896881103516
2026-07-14T04:52:00.048306+00:00,2267.6,11,2,35,100.0,14.4,10.846141815185547
2026-07-14T04:52:15.595864+00:00,2283.2,11,2,35,98.0,13.0,11.028522491455078
2026-07-14T04:52:31.155008+00:00,2298.7,11,2,35,100.0,13.9,10.909317016601562
2026-07-14T04:52:46.716892+00:00,2314.3,11,2,35,98.0,12.8,11.043697357177734
2026-07-14T04:53:02.266359+00:00,2329.8,11,1,35,93.0,12.7,11.055816650390625
2026-07-14T04:53:17.805876+00:00,2345.4,11,1,35,85.3,12.7,11.056442260742188
2026-07-14T04:53:33.911756+00:00,2361.5,11,2,34,100.0,15.2,10.749862670898438
2026-07-14T04:53:49.507623+00:00,2377.1,11,2,34,100.0,15.5,10.701351165771484
2026-07-14T04:54:05.077722+00:00,2392.7,11,2,34,100.0,13.9,10.90713882446289
2026-07-14T04:54:20.682709+00:00,2408.3,11,2,34,99.0,13.0,11.020496368408203
2026-07-14T04:54:36.248878+00:00,2423.8,11,1,34,99.0,11.4,11.22274398803711
2026-07-14T04:54:51.822788+00:00,2439.4,11,1,34,58.8,10.0,11.408145904541016
2026-07-14T04:55:08.417698+00:00,2456.0,11,2,32,100.0,15.7,10.682624816894531
2026-07-14T04:55:24.087404+00:00,2471.7,11,2,32,100.0,15.9,10.654296875
2026-07-14T04:55:39.701435+00:00,2487.3,11,2,32,100.0,14.2,10.873313903808594
2026-07-14T04:55:55.320625+00:00,2502.9,11,2,32,100.0,11.3,11.235824584960938
2026-07-14T04:56:10.889709+00:00,2518.5,11,1,32,44.9,10.0,11.401557922363281
2026-07-14T04:56:27.610834+00:00,2535.2,11,2,30,100.0,15.5,10.707328796386719
2026-07-14T04:56:43.159626+00:00,2550.7,11,2,30,100.0,13.0,11.0260009765625
2026-07-14T04:56:58.748151+00:00,2566.3,11,2,30,100.0,12.1,11.13980484008789
2026-07-14T04:57:14.293443+00:00,2581.9,11,2,30,5.0,10.0,11.410205841064453
2026-07-14T04:57:30.895155+00:00,2598.5,11,2,28,100.0,15.4,10.719043731689453
2026-07-14T04:57:46.448669+00:00,2614.0,11,2,28,100.0,15.8,10.668861389160156
2026-07-14T04:58:02.006473+00:00,2629.6,11,2,28,100.0,13.9,10.906757354736328
2026-07-14T04:58:17.608823+00:00,2645.2,11,2,28,99.0,12.8,11.050865173339844
2026-07-14T04:58:33.190856+00:00,2660.8,11,1,28,99.0,11.4,11.22403335571289
2026-07-14T04:58:48.752444+00:00,2676.3,11,1,28,2.0,9.9,11.413116455078125
2026-07-14T04:59:05.350991+00:00,2692.9,11,2,26,100.0,15.8,10.672748565673828
2026-07-14T04:59:20.902328+00:00,2708.5,11,2,26,100.0,15.8,10.670207977294922
2026-07-14T04:59:36.448635+00:00,2724.0,11,2,26,100.0,12.8,11.051494598388672
2026-07-14T04:59:52.001847+00:00,2739.6,11,2,26,0.0,9.9,11.421028137207031
2026-07-14T05:00:08.632118+00:00,2756.2,11,2,24,100.0,15.7,10.682918548583984
2026-07-14T05:00:24.191264+00:00,2771.8,11,2,24,100.0,15.6,10.689178466796875
2026-07-14T05:00:39.744571+00:00,2787.3,11,2,24,100.0,14.1,10.885871887207031
2026-07-14T05:00:55.305679+00:00,2802.9,11,2,24,81.0,12.8,11.051990509033203
2026-07-14T05:01:11.376638+00:00,2818.9,11,2,23,100.0,13.3,10.980567932128906
2026-07-14T05:01:27.021245+00:00,2834.6,11,2,23,100.0,14.2,10.871467590332031
2026-07-14T05:01:42.619333+00:00,2850.2,11,2,23,1.0,10.1,11.397560119628906
2026-07-14T05:01:59.237703+00:00,2866.8,11,2,21,100.0,15.4,10.715648651123047
2026-07-14T05:02:14.802823+00:00,2882.4,11,2,21,98.0,15.7,10.686836242675781
2026-07-14T05:02:30.346541+00:00,2897.9,11,2,21,100.0,14.1,10.886005401611328
2026-07-14T05:02:45.943428+00:00,2913.5,11,2,21,89.0,11.3,11.237564086914062
2026-07-14T05:03:02.013879+00:00,2929.6,11,2,20,57.6,13.0,11.028373718261719
2026-07-14T05:03:18.099943+00:00,2945.7,11,2,19,99.0,13.9,10.905277252197266
2026-07-14T05:03:33.698013+00:00,2961.3,11,2,19,52.5,10.8,11.29819107055664
2026-07-14T05:03:49.783923+00:00,2977.4,11,2,18,51.0,12.9,11.030704498291016
2026-07-14T05:04:05.888252+00:00,2993.5,11,2,17,100.0,15.7,10.683326721191406
2026-07-14T05:04:21.451913+00:00,3009.0,11,2,17,100.0,15.5,10.702781677246094
2026-07-14T05:04:37.005301+00:00,3024.6,11,2,17,100.0,14.3,10.85605239868164
2026-07-14T05:04:52.580258+00:00,3040.2,11,2,17,100.0,11.5,11.215065002441406
2026-07-14T05:05:08.137972+00:00,3055.7,11,1,17,1.0,10.2,11.384151458740234
2026-07-14T05:05:24.752446+00:00,3072.3,11,2,15,100.0,15.6,10.697525024414062
2026-07-14T05:05:40.387251+00:00,3088.0,11,2,15,100.0,15.6,10.69223403930664
2026-07-14T05:05:55.936435+00:00,3103.5,11,2,15,100.0,12.6,11.075550079345703
2026-07-14T05:06:11.516053+00:00,3119.1,11,2,15,1.0,10.1,11.387767791748047
2026-07-14T05:06:28.123741+00:00,3135.7,11,2,13,100.0,15.7,10.685798645019531
2026-07-14T05:06:43.696653+00:00,3151.3,11,2,13,100.0,13.0,11.020740509033203
2026-07-14T05:06:59.261235+00:00,3166.8,11,2,13,100.0,14.1,10.882686614990234
2026-07-14T05:07:14.815188+00:00,3182.4,11,2,13,56.1,13.1,11.013046264648438
2026-07-14T05:07:30.887217+00:00,3198.5,11,2,12,100.0,14.0,10.896659851074219
2026-07-14T05:07:46.457377+00:00,3214.0,11,2,12,51.0,10.7,11.315433502197266
2026-07-14T05:08:02.550842+00:00,3230.1,11,2,11,51.0,13.0,11.018314361572266
2026-07-14T05:08:18.636169+00:00,3246.2,11,2,10,100.0,15.8,10.663101196289062
2026-07-14T05:08:34.199634+00:00,3261.8,11,2,10,100.0,15.9,10.657501220703125
2026-07-14T05:08:49.764242+00:00,3277.3,11,2,10,100.0,12.6,11.069023132324219
2026-07-14T05:09:05.353068+00:00,3292.9,11,2,10,3.0,9.9,11.413349151611328
2026-07-14T05:09:21.947423+00:00,3309.5,11,2,8,100.0,15.9,10.65673828125
2026-07-14T05:09:37.526369+00:00,3325.1,11,2,8,100.0,15.8,10.669021606445312
2026-07-14T05:09:53.088580+00:00,3340.7,11,2,8,100.0,12.6,11.072525024414062
2026-07-14T05:10:08.736369+00:00,3356.3,11,2,8,5.0,10.1,11.385772705078125
2026-07-14T05:10:25.362230+00:00,3372.9,11,2,6,100.0,15.7,10.681289672851562
2026-07-14T05:10:40.919384+00:00,3388.5,11,2,6,100.0,15.8,10.668636322021484
2026-07-14T05:10:56.479123+00:00,3404.1,11,2,6,100.0,15.4,10.720252990722656
2026-07-14T05:11:12.080554+00:00,3419.7,11,2,6,100.0,15.7,10.68157958984375
2026-07-14T05:11:27.655762+00:00,3435.2,11,2,6,100.0,15.3,10.735877990722656
2026-07-14T05:11:43.287365+00:00,3450.9,11,2,6,100.0,15.1,10.763134002685547
2026-07-14T05:11:58.884289+00:00,3466.5,11,2,6,100.0,11.6,11.195781707763672
2026-07-14T05:12:14.518302+00:00,3482.1,12,2,6,54.1,10.1,11.392284393310547
2026-07-14T05:12:30.606815+00:00,3498.2,12,1,5,100.0,13.0,11.021595001220703
2026-07-14T05:12:46.153054+00:00,3513.7,12,1,5,8.0,10.0,11.409748077392578
2026-07-14T05:13:02.736570+00:00,3530.3,12,2,3,100.0,15.8,10.663551330566406
2026-07-14T05:13:18.298282+00:00,3545.9,12,2,3,100.0,15.9,10.658203125
2026-07-14T05:13:33.880515+00:00,3561.5,12,2,3,100.0,14.2,10.86666488647461
2026-07-14T05:13:49.461385+00:00,3577.0,12,2,3,100.0,11.4,11.22891616821289
2026-07-14T05:14:05.017547+00:00,3592.6,12,1,3,3.0,10.1,11.387260437011719
2026-07-14T05:14:21.597038+00:00,3609.2,12,2,1,100.0,15.8,10.672721862792969
2026-07-14T05:14:37.163885+00:00,3624.7,12,2,1,100.0,16.0,10.6427001953125
2026-07-14T05:14:52.715233+00:00,3640.3,12,2,1,100.0,12.8,11.052337646484375
2026-07-14T05:15:08.333172+00:00,3655.9,12,2,1,3.0,10.2,11.38277816772461
2026-07-14T05:15:24.440382+00:00,3672.0,12,1,0,55.6,13.1,11.017292022705078
2026-07-14T05:15:39.975536+00:00,3687.5,12,1,0,55.0,13.1,11.012226104736328
2026-07-14T05:15:55.510148+00:00,3703.1,12,1,0,50.5,12.8,11.0450439453125
2026-07-14T05:16:11.043477+00:00,3718.6,12,1,0,53.5,10.3,11.364307403564453
2026-07-14T05:16:26.581791+00:00,3734.2,13,1,0,4.0,10.2,11.384685516357422
