probe_index,source_row,method,payload,url,status,blocked,outcome,request_sent,url_length,latency_ms,attempts,error,audit_rule_ids,audit_transaction_ids,audit_messages,audit_files
17,2088,POST,"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  'aatp'  =  'aatp",http://127.0.0.1:18080/,403,True,blocked,True,23,7.08,1,,920350|933160|942100|949110,178456920230.582989,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920230.582989
18,716,GET,"1' in boolean mode  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   #",http://127.0.0.1:18080/?payload=1%27+in+boolean+mode++%29+++and+exp++%28++~++%28++select+%2A+from+++%28++select+concat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++8190++%3D++8190%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2C0x78+++%29++++%29+++x+++%29++++%29+++%23,403,True,blocked,True,271,6.251,1,,920350|933160|942100|942151|949110,178456920291.907010,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920291.907010
19,716,POST,"1' in boolean mode  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   #",http://127.0.0.1:18080/,403,True,blocked,True,23,6.631,1,,920350|933160|942100|942151|949110,178456920218.491101,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920218.491101
20,1338,GET,"1 and make_set  (  8403  =  8403,8899  )  ",http://127.0.0.1:18080/?payload=1+and+make_set++%28++8403++%3D++8403%2C8899++%29++,403,True,blocked,True,82,5.995,1,,920350|942100|942151|949110,178456920296.880782,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920296.880782
21,1338,POST,"1 and make_set  (  8403  =  8403,8899  )  ",http://127.0.0.1:18080/,403,True,blocked,True,23,6.065,1,,920350|942100|942151|949110,178456920285.457638,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920285.457638
22,793,GET,"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'cgbf' like 'cgbf",http://127.0.0.1:18080/?payload=1%27+and+6055++%3D++ctxsys.drithsx.sn++%28++6055%2C++%28++chr++%28++113++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++112++%29++%7C%7Cchr++%28++106++%29++%7C%7Cchr++%28++113++%29++%7C%7C++%28++select+++%28++case+when+++%28++6055++%3D++6055++%29+++then+1+else+0+end++%29+++from+dual++%29++%7C%7Cchr++%28++113++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++118++%29++%7C%7Cchr++%28++122++%29++%7C%7Cchr++%28++113+++%29++++%29+++++%29+++and+%27cgbf%27+like+%27cgbf,403,True,blocked,True,496,6.37,1,,920350|933160|942100|942230|949110,178456920266.725641,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920266.725641
23,793,POST,"1' and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'cgbf' like 'cgbf",http://127.0.0.1:18080/,403,True,blocked,True,23,6.572,1,,920350|933160|942100|942230|949110,178456920234.180076,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920234.180076
24,4577,GET,"1'  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",http://127.0.0.1:18080/?payload=1%27++%29+++or+8514++%3D++benchmark++%28++5000000%2Cmd5++%28++0x544d5a4c+++%29++++%29+++%23,403,True,blocked,True,123,5.42,1,,920350|933160|942100|942151|942160|949110,178456920268.304154,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920268.304154
25,4577,POST,"1'  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",http://127.0.0.1:18080/,403,True,blocked,True,23,6.252,1,,920350|933160|942100|942151|942160|949110,178456920265.624312,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920265.624312
26,4396,GET,select count  (  *  ,http://127.0.0.1:18080/?payload=select+count++%28++%2A++,200,False,bypass,True,56,6.964,1,,920350,178456920257.670464,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920257.670464
27,4396,POST,select count  (  *  ,http://127.0.0.1:18080/,200,False,bypass,True,23,7.744,1,,920350,178456920222.749410,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920222.749410
28,3109,GET,1 and user_name  (    )     =   'dbo',http://127.0.0.1:18080/?payload=1+and+user_name++%28++++%29+++++%3D+++%27dbo%27,403,True,blocked,True,79,8.451,1,,920350|942100|949110,178456920291.663010,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920291.663010
29,3109,POST,1 and user_name  (    )     =   'dbo',http://127.0.0.1:18080/,403,True,blocked,True,23,6.982,1,,920350|942100|949110,178456920297.436155,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920297.436155
30,1220,GET,"-1631%""  )   or elt  (  8285  =  1709,1709  )   and   (  ""%""  =  """,http://127.0.0.1:18080/?payload=-1631%25%22++%29+++or+elt++%28++8285++%3D++1709%2C1709++%29+++and+++%28++%22%25%22++%3D++%22,403,True,blocked,True,124,7.716,1,,920350|942100|949110,178456920265.751370,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920265.751370
31,1220,POST,"-1631%""  )   or elt  (  8285  =  1709,1709  )   and   (  ""%""  =  """,http://127.0.0.1:18080/,403,True,blocked,True,23,7.875,1,,920350|942100|949110,178456920274.976599,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920274.976599
32,1270,GET,"-1269"" union all select 8412,8412,8412,8412,8412,8412,8412,8412--",http://127.0.0.1:18080/?payload=-1269%22+union+all+select+8412%2C8412%2C8412%2C8412%2C8412%2C8412%2C8412%2C8412--,403,True,blocked,True,113,6.66,1,,920350|942100|942190|942360|949110,178456920214.084080,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920214.084080
33,1270,POST,"-1269"" union all select 8412,8412,8412,8412,8412,8412,8412,8412--",http://127.0.0.1:18080/,403,True,blocked,True,23,6.447,1,,920350|942100|942190|942360|949110,178456920287.489959,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920287.489959
34,462,GET,1   )    )    as syot where 1199  =  1199,http://127.0.0.1:18080/?payload=1+++%29++++%29++++as+syot+where+1199++%3D++1199,403,True,blocked,True,79,6.96,1,,920350|942100|949110,178456920219.076374,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920219.076374
35,462,POST,1   )    )    as syot where 1199  =  1199,http://127.0.0.1:18080/,403,True,blocked,True,23,8.071,1,,920350|942100|949110,178456920238.153593,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920238.153593
36,1293,GET,"1""   )    )    as isqj where 6344  =  6344 union all select null,null,null,null--",http://127.0.0.1:18080/?payload=1%22+++%29++++%29++++as+isqj+where+6344++%3D++6344+union+all+select+null%2Cnull%2Cnull%2Cnull--,403,True,blocked,True,127,6.741,1,,920350|942100|942190|949110,178456920226.525727,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920226.525727
37,1293,POST,"1""   )    )    as isqj where 6344  =  6344 union all select null,null,null,null--",http://127.0.0.1:18080/,403,True,blocked,True,23,7.037,1,,920350|942100|942190|949110,178456920257.646681,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920257.646681
38,6103,GET,"-5817' in boolean mode  )   union all select 2391,2391,2391,2391,2391--",http://127.0.0.1:18080/?payload=-5817%27+in+boolean+mode++%29+++union+all+select+2391%2C2391%2C2391%2C2391%2C2391--,403,True,blocked,True,115,6.42,1,,920350|942100|942190|949110,178456920260.335912,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920260.335912
39,6103,POST,"-5817' in boolean mode  )   union all select 2391,2391,2391,2391,2391--",http://127.0.0.1:18080/,403,True,blocked,True,23,6.22,1,,920350|942100|942190|949110,178456920249.382333,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920249.382333
40,2934,GET,"1""   )    )    as oiqr where 4073  =  4073 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://127.0.0.1:18080/?payload=1%22+++%29++++%29++++as+oiqr+where+4073++%3D++4073+or+8156++%3D++++%28++select+count++%28++%2A++%29+++from+generate_series++%28++1%2C5000000+++%29++++%29+++--,403,True,blocked,True,190,5.811,1,,920350|942100|949110,17845692021.777498,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-17845692021.777498
41,2934,POST,"1""   )    )    as oiqr where 4073  =  4073 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",http://127.0.0.1:18080/,403,True,blocked,True,23,5.537,1,,920350|942100|949110,178456920248.100881,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920248.100881
42,720,GET,"1%""   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""%""  =  """,http://127.0.0.1:18080/?payload=1%25%22+++%29++++%29+++++%29+++and+exp++%28++~++%28++select+%2A+from+++%28++select+concat++%28++0x7171706a71%2C++%28++select+++%28++elt++%28++8190++%3D++8190%2C1+++%29++++%29+++++%29++%2C0x717a767a71%2C0x78+++%29++++%29+++x+++%29++++%29++++and++++%28++++%28+++++%28++%22%25%22++%3D++%22,403,True,blocked,True,318,6.918,1,,920350|933160|942100|942151|949110,178456920238.303603,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920238.303603
43,720,POST,"1%""   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  ""%""  =  """,http://127.0.0.1:18080/,403,True,blocked,True,23,10.26,1,,920350|933160|942100|942151|949110,17845692022.527262,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-17845692022.527262
44,1780,GET,1  )   as ilqx where 8547  =  8547,http://127.0.0.1:18080/?payload=1++%29+++as+ilqx+where+8547++%3D++8547,403,True,blocked,True,70,11.771,1,,920350|942100|949110,178456920246.505473,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920246.505473
45,1780,POST,1  )   as ilqx where 8547  =  8547,http://127.0.0.1:18080/,403,True,blocked,True,23,9.252,1,,920350|942100|949110,178456920222.144461,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920222.144461
46,4636,GET,"-2790""   )    )    as vcvw where 6075  =  6075 or 7078  =  8148--",http://127.0.0.1:18080/?payload=-2790%22+++%29++++%29++++as+vcvw+where+6075++%3D++6075+or+7078++%3D++8148--,403,True,blocked,True,107,8.594,1,,920350|942100|949110,178456920261.831254,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920261.831254
47,4636,POST,"-2790""   )    )    as vcvw where 6075  =  6075 or 7078  =  8148--",http://127.0.0.1:18080/,403,True,blocked,True,23,10.736,1,,920350|942100|949110,17845692021.592947,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-17845692021.592947
48,571,GET,"1'||  (  select 'fmss' from dual where 7025  =  7025 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )     )  ||'",http://127.0.0.1:18080/?payload=1%27%7C%7C++%28++select+%27fmss%27+from+dual+where+7025++%3D++7025+or+8421++%3D++++%28++select+count++%28++%2A++%29+++from+generate_series++%28++1%2C5000000+++%29++++%29+++++%29++%7C%7C%27,403,True,blocked,True,220,7.829,1,,920350|942100|949110,178456920212.200392,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920212.200392
