probe_index,source_row,transaction_id,http_status,rule_ids,messages,audit_file,audit_bytes,parse_error
85,4852,178456920222.005934,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920222.005934,4040,
45,1780,178456920222.144461,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920222.144461,2907,
27,4396,178456920222.749410,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920222.749410,1725,
36,1293,178456920226.525727,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920226.525727,4066,
51,5464,178456920226.656030,403,920350|942100|942151|942230|942320|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects conditional SQL injection attempts"", ""Detects MySQL and PostgreSQL stored procedure/function injections"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920226.656030,6904,
15,2005,178456920228.223146,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920228.223146,4199,
84,4852,178456920228.335192,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920228.335192,4052,
55,4454,178456920228.568097,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920228.568097,2894,
66,1014,178456920229.844658,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920229.844658,6408,
17,2088,178456920230.582989,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920230.582989,4194,
83,3779,178456920230.752884,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920230.752884,3798,
61,5444,178456920232.431169,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920232.431169,3866,
23,793,178456920234.180076,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920234.180076,5926,
50,5464,178456920235.329758,403,920350|942100|942151|942230|942320|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects conditional SQL injection attempts"", ""Detects MySQL and PostgreSQL stored procedure/function injections"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920235.329758,7121,
80,4216,178456920235.648205,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920235.648205,2841,
35,462,178456920238.153593,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920238.153593,2913,
42,720,178456920238.303603,403,920350|933160|942100|942151|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920238.303603,5851,
95,1186,178456920239.154478,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920239.154478,4050,
53,4000,178456920240.013401,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920240.013401,1725,
44,1780,178456920246.505473,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920246.505473,2864,
41,2934,178456920248.100881,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920248.100881,3008,
76,4961,178456920248.812034,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920248.812034,2939,
39,6103,178456920249.382333,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920249.382333,4019,
88,5431,178456920250.274540,403,920350|942100|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920250.274540,4211,
81,4216,178456920250.568542,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920250.568542,2894,
73,4027,178456920252.497464,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920252.497464,1725,
8,1193,178456920255.755268,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920255.755268,4040,
65,3754,178456920256.180286,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920256.180286,4015,
5,41,178456920257.242915,403,920350|933160|942100|942151|942160|942320|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects MySQL and PostgreSQL stored procedure/function injections"", ""Inbound Anomaly Score Exceeded (Total Score: 28)""]",transactions/20260720/20260720-1740/20260720-174002-178456920257.242915,7751,
37,1293,178456920257.646681,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920257.646681,4053,
26,4396,178456920257.670464,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920257.670464,1669,
38,6103,178456920260.335912,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920260.335912,4021,
64,3754,178456920260.361271,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920260.361271,4047,
4,41,178456920261.113309,403,920350|933160|942100|942151|942160|942320|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects MySQL and PostgreSQL stored procedure/function injections"", ""Inbound Anomaly Score Exceeded (Total Score: 28)""]",transactions/20260720/20260720-1740/20260720-174002-178456920261.113309,7892,
12,2647,178456920261.569885,403,920350|942100|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920261.569885,5320,
69,333,178456920261.599503,403,920350|942100|942190|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920261.599503,4954,
46,4636,178456920261.831254,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920261.831254,2934,
11,3927,178456920262.048304,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920262.048304,3807,
13,2647,178456920263.853604,403,920350|942100|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920263.853604,5128,
6,797,178456920264.826138,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920264.826138,4199,
56,4714,178456920264.865035,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920264.865035,3112,
91,6177,178456920265.412779,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920265.412779,3887,
25,4577,178456920265.624312,403,920350|933160|942100|942151|942160|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920265.624312,5903,
30,1220,178456920265.751370,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920265.751370,2955,
22,793,178456920266.725641,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920266.725641,6307,
72,4027,178456920267.780842,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920267.780842,1673,
24,4577,178456920268.304154,403,920350|933160|942100|942151|942160|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920268.304154,5911,
54,4454,178456920269.785183,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920269.785183,2839,
10,3927,17845692027.084799,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-17845692027.084799,3813,
62,4570,17845692027.268952,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-17845692027.268952,4095,
67,1014,17845692027.825876,403,920350|933160|942100|942230|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-17845692027.825876,5992,
60,5444,178456920270.089374,403,920350|942100|942160|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920270.089374,3889,
94,1186,178456920271.190846,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920271.190846,4065,
96,4819,178456920272.024112,403,920350|942100|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack Detected via libinjection"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920272.024112,5043,
3,3081,178456920274.511524,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920274.511524,1725,
31,1220,178456920274.976599,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920274.976599,2944,
14,2005,178456920275.281663,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920275.281663,4320,
58,1108,178456920276.951166,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920276.951166,3944,
7,797,178456920276.989440,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920276.989440,4123,
78,6407,178456920278.647676,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920278.647676,2951,
70,4126,17845692028.867579,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-17845692028.867579,1666,
89,5431,178456920281.214450,403,920350|942100|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920281.214450,4140,
16,2088,178456920282.956608,403,920350|933160|942100|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920282.956608,4319,
1,4140,178456920284.013929,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920284.013929,2892,
63,4570,178456920284.630411,403,920350|942100|942190|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920284.630411,4074,
74,5354,178456920285.229873,403,920350|942100|942140|942190|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-178456920285.229873,6560,
21,1338,178456920285.457638,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920285.457638,3875,
57,4714,178456920285.711626,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920285.711626,3019,
99,1358,178456920286.135410,403,920350|942100|942160|942170|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects blind sqli tests using sleep() or benchmark()"", ""Detects SQL benchmark and sleep injection attempts including conditional queries"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920286.135410,4658,
33,1270,178456920287.489959,403,920350|942100|942190|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920287.489959,5044,
92,4156,178456920289.323991,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920289.323991,1667,
75,5354,17845692029.091173,403,920350|942100|942140|942190|942230|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: Common DB Names Detected"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects conditional SQL injection attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 23)""]",transactions/20260720/20260720-1740/20260720-174002-17845692029.091173,6489,
68,333,178456920290.923138,403,920350|942100|942190|942360|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Detects MSSQL code execution and information gathering attempts"", ""Detects concatenated basic SQL injection and SQLLFI attempts"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920290.923138,4929,
28,3109,178456920291.663010,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920291.663010,2876,
18,716,178456920291.907010,403,920350|933160|942100|942151|949110,"[""Host header is a numeric IP address"", ""PHP Injection Attack: High-Risk PHP Function Call Found"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 18)""]",transactions/20260720/20260720-1740/20260720-174002-178456920291.907010,5707,
87,1374,178456920292.476476,200,920350,"[""Host header is a numeric IP address""]",transactions/20260720/20260720-1740/20260720-174002-178456920292.476476,1725,
59,1108,178456920294.412403,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920294.412403,3944,
77,4961,178456920295.108605,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920295.108605,2940,
79,6407,178456920296.144935,403,920350|942100|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""Inbound Anomaly Score Exceeded (Total Score: 8)""]",transactions/20260720/20260720-1740/20260720-174002-178456920296.144935,2943,
20,1338,178456920296.880782,403,920350|942100|942151|949110,"[""Host header is a numeric IP address"", ""SQL Injection Attack Detected via libinjection"", ""SQL Injection Attack: SQL function name detected"", ""Inbound Anomaly Score Exceeded (Total Score: 13)""]",transactions/20260720/20260720-1740/20260720-174002-178456920296.880782,3843,
