source_archive,source_entry,run_key,campaign,method,family,scenario,ratio,variant,execution_profile,status,row_start_inclusive,row_end_exclusive,row_count,empty_payload_count,source_csv_sha256
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\error\D\R200\BASE\generated_payloads.csv,final_full/baselines/ctgan/error/D/R200/BASE/generated_payloads.csv,final_full/baselines|ctgan|error|D|R200|BASE,final_full/baselines,ctgan,error,D,R200,BASE,full,completed,20000,22000,2000,0,a17a4ef0aa4788a734ab6f50018ebeca80509b98482675526d89ba94af29595d
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\error\D\R500\BASE\generated_payloads.csv,final_full/baselines/ctgan/error/D/R500/BASE/generated_payloads.csv,final_full/baselines|ctgan|error|D|R500|BASE,final_full/baselines,ctgan,error,D,R500,BASE,full,completed,22000,24000,2000,0,4e4751e712c30cd34380f50b23d7e8eacf79b33085dd36483b7e3174ae424182
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\time\A\R100\BASE\generated_payloads.csv,final_full/baselines/ctgan/time/A/R100/BASE/generated_payloads.csv,final_full/baselines|ctgan|time|A|R100|BASE,final_full/baselines,ctgan,time,A,R100,BASE,full,completed,24000,26000,2000,0,89d84ca1a2151c3420a68c6ea4b72051a04359807b6597b2f8ff544cd31fa260
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\time\A\R200\BASE\generated_payloads.csv,final_full/baselines/ctgan/time/A/R200/BASE/generated_payloads.csv,final_full/baselines|ctgan|time|A|R200|BASE,final_full/baselines,ctgan,time,A,R200,BASE,full,completed,26000,28000,2000,0,e99217a5f487fceb90aaa4edcdd345ec96035f8cdecf3ee1ca17a52ef426865f
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\time\A\R500\BASE\generated_payloads.csv,final_full/baselines/ctgan/time/A/R500/BASE/generated_payloads.csv,final_full/baselines|ctgan|time|A|R500|BASE,final_full/baselines,ctgan,time,A,R500,BASE,full,completed,28000,30000,2000,0,fffaf448aea6b69c4fcd0a4ecda54b28bc687c556e6567ada1dbe392a734d42d
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\time\D\R100\BASE\generated_payloads.csv,final_full/baselines/ctgan/time/D/R100/BASE/generated_payloads.csv,final_full/baselines|ctgan|time|D|R100|BASE,final_full/baselines,ctgan,time,D,R100,BASE,full,completed,30000,32000,2000,0,3618a69a27060bc1772e32bdf85ac0af4a4f3d030ad5cc4276b9b8538c6635eb
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\time\D\R200\BASE\generated_payloads.csv,final_full/baselines/ctgan/time/D/R200/BASE/generated_payloads.csv,final_full/baselines|ctgan|time|D|R200|BASE,final_full/baselines,ctgan,time,D,R200,BASE,full,completed,32000,34000,2000,0,ff0fe5ce113feadd2550ff1b0457311e04d9f4d7d2ad84be7913100d8e6ddf1b
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\time\D\R500\BASE\generated_payloads.csv,final_full/baselines/ctgan/time/D/R500/BASE/generated_payloads.csv,final_full/baselines|ctgan|time|D|R500|BASE,final_full/baselines,ctgan,time,D,R500,BASE,full,completed,34000,36000,2000,0,f9654df27d7f7eacd0ab77a0c60792cc7f1ca61f2e6c30eebbd699fdd60a0f7f
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\union\D\R100\BASE\generated_payloads.csv,final_full/baselines/ctgan/union/D/R100/BASE/generated_payloads.csv,final_full/baselines|ctgan|union|D|R100|BASE,final_full/baselines,ctgan,union,D,R100,BASE,full,completed,36000,38000,2000,0,41f014a3637c2d5fb1774f8c1a9b5888a6cf373c48da801599cdde41292dacb5
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\union\D\R200\BASE\generated_payloads.csv,final_full/baselines/ctgan/union/D/R200/BASE/generated_payloads.csv,final_full/baselines|ctgan|union|D|R200|BASE,final_full/baselines,ctgan,union,D,R200,BASE,full,completed,38000,40000,2000,0,e58f57ffde34cc4e9231698b7991e591d9362b304e49aeefcf32d21da5f69080
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\union\D\R500\BASE\generated_payloads.csv,final_full/baselines/ctgan/union/D/R500/BASE/generated_payloads.csv,final_full/baselines|ctgan|union|D|R500|BASE,final_full/baselines,ctgan,union,D,R500,BASE,full,completed,40000,42000,2000,0,4626d89aafb8a13c0942bbdd5e2c72ea68de50bafc86d63d089b52401dcc30ae
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\union\F\R100\BASE\generated_payloads.csv,final_full/baselines/ctgan/union/F/R100/BASE/generated_payloads.csv,final_full/baselines|ctgan|union|F|R100|BASE,final_full/baselines,ctgan,union,F,R100,BASE,full,completed,42000,44000,2000,0,3dfbbb7e7e3c1e7198232310c9641121767914c0ae854bc1268d1c725785dac2
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\union\F\R200\BASE\generated_payloads.csv,final_full/baselines/ctgan/union/F/R200/BASE/generated_payloads.csv,final_full/baselines|ctgan|union|F|R200|BASE,final_full/baselines,ctgan,union,F,R200,BASE,full,completed,44000,46000,2000,0,98ef63b405d3a01f46d0db4634c01080b30f10a0d090ac3944b6e98ed52e449c
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\ctgan\union\F\R500\BASE\generated_payloads.csv,final_full/baselines/ctgan/union/F/R500/BASE/generated_payloads.csv,final_full/baselines|ctgan|union|F|R500|BASE,final_full/baselines,ctgan,union,F,R500,BASE,full,completed,46000,48000,2000,0,e1f8766a324d8ed009a3e04f21937401b3d2c0c15534e0a90e0ad924726b9cc2
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\boolean\D\R100\BASE\generated_payloads.csv,final_full/baselines/gan/boolean/D/R100/BASE/generated_payloads.csv,final_full/baselines|gan|boolean|D|R100|BASE,final_full/baselines,gan,boolean,D,R100,BASE,full,completed,48000,50000,2000,0,d773d3b79b1ed59379f2ff79bfd6619c0e767a02960aff0534902227180d754b
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\boolean\D\R200\BASE\generated_payloads.csv,final_full/baselines/gan/boolean/D/R200/BASE/generated_payloads.csv,final_full/baselines|gan|boolean|D|R200|BASE,final_full/baselines,gan,boolean,D,R200,BASE,full,completed,50000,52000,2000,0,97f05ec2d267d1e60c1769b3e95d9ef891d8189eeb6e8f62a8ba284de8970f57
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\boolean\D\R500\BASE\generated_payloads.csv,final_full/baselines/gan/boolean/D/R500/BASE/generated_payloads.csv,final_full/baselines|gan|boolean|D|R500|BASE,final_full/baselines,gan,boolean,D,R500,BASE,full,completed,52000,54000,2000,0,ce96b2f3ea290a671984030936aa18aa96247191e12fbe4545aa590bfd464671
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\boolean\E\R100\BASE\generated_payloads.csv,final_full/baselines/gan/boolean/E/R100/BASE/generated_payloads.csv,final_full/baselines|gan|boolean|E|R100|BASE,final_full/baselines,gan,boolean,E,R100,BASE,full,completed,54000,56000,2000,0,ff7fd2efd35b555462a60f08d6c7ba1cc539be96739d7f54b40d0664da68dfb7
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\boolean\E\R200\BASE\generated_payloads.csv,final_full/baselines/gan/boolean/E/R200/BASE/generated_payloads.csv,final_full/baselines|gan|boolean|E|R200|BASE,final_full/baselines,gan,boolean,E,R200,BASE,full,completed,56000,58000,2000,0,deef2399c1e91d5daf1acfae9034aa7404bb811db1e6b94a4ee06a2d4bec3037
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\boolean\E\R500\BASE\generated_payloads.csv,final_full/baselines/gan/boolean/E/R500/BASE/generated_payloads.csv,final_full/baselines|gan|boolean|E|R500|BASE,final_full/baselines,gan,boolean,E,R500,BASE,full,completed,58000,60000,2000,0,88440ababbfc7dffc7560bed5a3506c920a1378b31b4ae0bf559ce0b8d8bbd30
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\error\B\R100\BASE\generated_payloads.csv,final_full/baselines/gan/error/B/R100/BASE/generated_payloads.csv,final_full/baselines|gan|error|B|R100|BASE,final_full/baselines,gan,error,B,R100,BASE,full,completed,60000,62000,2000,0,3e63c3fafda33c89239bcf5fcfa0044d585e12c4dc04eb1a4442b5e55bdb9e5d
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\error\B\R200\BASE\generated_payloads.csv,final_full/baselines/gan/error/B/R200/BASE/generated_payloads.csv,final_full/baselines|gan|error|B|R200|BASE,final_full/baselines,gan,error,B,R200,BASE,full,completed,62000,64000,2000,0,8e9b3752fec3ce8bacbac356ab78d3a7faa5c72a06527aa12647abc0ef656ec3
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\error\B\R500\BASE\generated_payloads.csv,final_full/baselines/gan/error/B/R500/BASE/generated_payloads.csv,final_full/baselines|gan|error|B|R500|BASE,final_full/baselines,gan,error,B,R500,BASE,full,completed,64000,66000,2000,0,76ac6d41994d2030ce2a578a4ba9ee38121a1cff1588dd7c9c3de7b20be64f1f
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\error\D\R100\BASE\generated_payloads.csv,final_full/baselines/gan/error/D/R100/BASE/generated_payloads.csv,final_full/baselines|gan|error|D|R100|BASE,final_full/baselines,gan,error,D,R100,BASE,full,completed,66000,68000,2000,0,bfb0e66bcde552c3414bdf65e0d08e8fbbb385445ebc871f11753541e989374f
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\error\D\R200\BASE\generated_payloads.csv,final_full/baselines/gan/error/D/R200/BASE/generated_payloads.csv,final_full/baselines|gan|error|D|R200|BASE,final_full/baselines,gan,error,D,R200,BASE,full,completed,68000,70000,2000,0,e6170921ae6d9b5b6fa47ee230435d05d41031895d7b34fed770343e224f4f7e
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\error\D\R500\BASE\generated_payloads.csv,final_full/baselines/gan/error/D/R500/BASE/generated_payloads.csv,final_full/baselines|gan|error|D|R500|BASE,final_full/baselines,gan,error,D,R500,BASE,full,completed,70000,72000,2000,0,a48824134f63708e5b436fb44a00a97b67c787a5ac857a48e67ba411cc8b39aa
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\time\A\R100\BASE\generated_payloads.csv,final_full/baselines/gan/time/A/R100/BASE/generated_payloads.csv,final_full/baselines|gan|time|A|R100|BASE,final_full/baselines,gan,time,A,R100,BASE,full,completed,72000,74000,2000,0,186854ce7084ea5d8dbf19d43340bb021af9de0267545e72c746d30ed7e8e978
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\time\A\R200\BASE\generated_payloads.csv,final_full/baselines/gan/time/A/R200/BASE/generated_payloads.csv,final_full/baselines|gan|time|A|R200|BASE,final_full/baselines,gan,time,A,R200,BASE,full,completed,74000,76000,2000,0,1f9bfac165444ef4477a70e4cb24c0582392caf57aad958bef4ed7af9286e589
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\time\A\R500\BASE\generated_payloads.csv,final_full/baselines/gan/time/A/R500/BASE/generated_payloads.csv,final_full/baselines|gan|time|A|R500|BASE,final_full/baselines,gan,time,A,R500,BASE,full,completed,76000,78000,2000,0,dc49067cb6b5e0515e8d2d736f7bf9feb5cf95e49a9d7277608fa7f5d519eb33
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\time\D\R100\BASE\generated_payloads.csv,final_full/baselines/gan/time/D/R100/BASE/generated_payloads.csv,final_full/baselines|gan|time|D|R100|BASE,final_full/baselines,gan,time,D,R100,BASE,full,completed,78000,80000,2000,0,dc33458a50e9c3f432e28d302a2f528874b98d0b027d7732b58b7ec5691bbce6
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\time\D\R200\BASE\generated_payloads.csv,final_full/baselines/gan/time/D/R200/BASE/generated_payloads.csv,final_full/baselines|gan|time|D|R200|BASE,final_full/baselines,gan,time,D,R200,BASE,full,completed,80000,82000,2000,0,f395bbd55278512ab974cc063aae8bb4d1ed1bd411478f13ad984d2ae3e152ea
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\time\D\R500\BASE\generated_payloads.csv,final_full/baselines/gan/time/D/R500/BASE/generated_payloads.csv,final_full/baselines|gan|time|D|R500|BASE,final_full/baselines,gan,time,D,R500,BASE,full,completed,82000,84000,2000,0,90c0f033e83c98873454da78abfacb01cb5968b2d338facd0c923f6cfa33c169
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\union\D\R100\BASE\generated_payloads.csv,final_full/baselines/gan/union/D/R100/BASE/generated_payloads.csv,final_full/baselines|gan|union|D|R100|BASE,final_full/baselines,gan,union,D,R100,BASE,full,completed,84000,86000,2000,0,82cd8025040e210e98be0df7803d1ed8bc8260cfd9213f7d2923a0ea1eb399c3
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\union\D\R200\BASE\generated_payloads.csv,final_full/baselines/gan/union/D/R200/BASE/generated_payloads.csv,final_full/baselines|gan|union|D|R200|BASE,final_full/baselines,gan,union,D,R200,BASE,full,completed,86000,88000,2000,0,d092d8388c2ed50fc8acbe810e4acb540980940f24150a69620ea2c7cc8d8734
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\union\D\R500\BASE\generated_payloads.csv,final_full/baselines/gan/union/D/R500/BASE/generated_payloads.csv,final_full/baselines|gan|union|D|R500|BASE,final_full/baselines,gan,union,D,R500,BASE,full,completed,88000,90000,2000,0,88109406f3d22468e50d64c0cdf11f33864fe6ae9760c0387f61b6ddbed50c4e
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\union\F\R100\BASE\generated_payloads.csv,final_full/baselines/gan/union/F/R100/BASE/generated_payloads.csv,final_full/baselines|gan|union|F|R100|BASE,final_full/baselines,gan,union,F,R100,BASE,full,completed,90000,92000,2000,0,15b586e43e9a81028fc50b2815741642c79df5e5713b026b3ca7d54b7959ec35
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\union\F\R200\BASE\generated_payloads.csv,final_full/baselines/gan/union/F/R200/BASE/generated_payloads.csv,final_full/baselines|gan|union|F|R200|BASE,final_full/baselines,gan,union,F,R200,BASE,full,completed,92000,94000,2000,0,79e32ffd5363cb4e02c5f498b5a4656ec15ef681b2dda5aec106062101a774f2
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\gan\union\F\R500\BASE\generated_payloads.csv,final_full/baselines/gan/union/F/R500/BASE/generated_payloads.csv,final_full/baselines|gan|union|F|R500|BASE,final_full/baselines,gan,union,F,R500,BASE,full,completed,94000,96000,2000,0,b6e76479ec717f9b896a91d0e5ab7b0ebb2113dfda437203dbbdf3cb3a9042c9
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\boolean\D\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/boolean/D/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|boolean|D|R100|BASE,final_full/baselines,seqgan_master,boolean,D,R100,BASE,full,completed,96000,98000,2000,0,27a8b74efa7f5004e6ea9b1097ff30f1294318975e61f8f5e540e0b68893022e
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\boolean\D\R200\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/boolean/D/R200/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|boolean|D|R200|BASE,final_full/baselines,seqgan_master,boolean,D,R200,BASE,full,completed,98000,100000,2000,0,78fac821d36553548ab6a35f8c7bc5624b38911e4beae3d0d1521bc5b44d62c6
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\boolean\D\R500\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/boolean/D/R500/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|boolean|D|R500|BASE,final_full/baselines,seqgan_master,boolean,D,R500,BASE,full,completed,100000,102000,2000,0,35e6eb0a38e00f8556f21f57f44b2c5b17c4d015747aa2afac4a351e619bedd3
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\boolean\E\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/boolean/E/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|boolean|E|R100|BASE,final_full/baselines,seqgan_master,boolean,E,R100,BASE,full,completed,102000,104000,2000,0,5e682ac8beecef0006f0b2bba72849c74e03368ad12aaad7a15724ebb5f67c8d
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\boolean\E\R200\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/boolean/E/R200/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|boolean|E|R200|BASE,final_full/baselines,seqgan_master,boolean,E,R200,BASE,full,completed,104000,106000,2000,0,ae119cf6cd718447e579b541b5e1f3478cb83a36bf4625012c0dde2a20d01478
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\boolean\E\R500\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/boolean/E/R500/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|boolean|E|R500|BASE,final_full/baselines,seqgan_master,boolean,E,R500,BASE,full,completed,106000,108000,2000,0,288f7b6f2bf46e6c54d331cf074e1f7657e4af5deb59e656777cffd5e6ed5e4c
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\error\B\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/error/B/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|error|B|R100|BASE,final_full/baselines,seqgan_master,error,B,R100,BASE,full,completed,108000,110000,2000,0,3381f6f844f8b648952f7d3a8067b25ed165ee69095bd5e7f0f8ff406c22f8c3
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\error\B\R200\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/error/B/R200/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|error|B|R200|BASE,final_full/baselines,seqgan_master,error,B,R200,BASE,full,completed,110000,112000,2000,0,48290ce40a0e83212f333416c85a40f8d2ae73495d680560bca4ebb0fe6b19e7
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\error\B\R500\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/error/B/R500/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|error|B|R500|BASE,final_full/baselines,seqgan_master,error,B,R500,BASE,full,completed,112000,114000,2000,0,de28f9abb44aca6043e1095ca2137f0dcec3d2f6a958157b58ca1552118db32f
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\error\D\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/error/D/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|error|D|R100|BASE,final_full/baselines,seqgan_master,error,D,R100,BASE,full,completed,114000,116000,2000,0,0d0eed9cfced5c7a70da54c8b4963da004aadb6e9dd9ef492c007507bf1b4d2d
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\error\D\R200\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/error/D/R200/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|error|D|R200|BASE,final_full/baselines,seqgan_master,error,D,R200,BASE,full,completed,116000,118000,2000,0,b3c8a3052886fb130c8d68e1c358731b562dc95d719c5180c66614ea584c05ff
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\error\D\R500\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/error/D/R500/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|error|D|R500|BASE,final_full/baselines,seqgan_master,error,D,R500,BASE,full,completed,118000,120000,2000,0,9319ee359863cf6974f5d639f09304b1c961e428922cd93d39675de1d5dec4ef
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\time\A\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/time/A/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|time|A|R100|BASE,final_full/baselines,seqgan_master,time,A,R100,BASE,full,completed,120000,122000,2000,0,5020e8025750cc6ab3a7432b52f5fbbed72e1806442159ccd3647da7a0493e55
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\time\A\R200\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/time/A/R200/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|time|A|R200|BASE,final_full/baselines,seqgan_master,time,A,R200,BASE,full,completed,122000,124000,2000,8,6c328123c9869210f87d2e6077666b0da68e3adb8109e8115e9ab7ff261c5f29
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\time\A\R500\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/time/A/R500/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|time|A|R500|BASE,final_full/baselines,seqgan_master,time,A,R500,BASE,full,completed,124000,126000,2000,0,a4f3102e8db75f92f9b0f7463482aa7d8cea310a6320ac731c6a00f66149aae1
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\time\D\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/time/D/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|time|D|R100|BASE,final_full/baselines,seqgan_master,time,D,R100,BASE,full,completed,126000,128000,2000,0,71164716a1fac4071fb89fc888547b2a2684b74feb8163ffa5ccb2b1500ebe07
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\time\D\R200\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/time/D/R200/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|time|D|R200|BASE,final_full/baselines,seqgan_master,time,D,R200,BASE,full,completed,128000,130000,2000,0,24c230c8692764055fe761cbce52299772706bc34b7fd82e1b2e6e215571a34a
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\time\D\R500\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/time/D/R500/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|time|D|R500|BASE,final_full/baselines,seqgan_master,time,D,R500,BASE,full,completed,130000,132000,2000,0,7af2db0ab4a04e1c092437d256a5be74bc5029829ce1ca1e51cf72931a2b6e41
H:\My Drive\GAN\New folder (2)\GAN\final_result_info\final_full\baselines\seqgan_master\union\D\R100\BASE\generated_payloads.csv,final_full/baselines/seqgan_master/union/D/R100/BASE/generated_payloads.csv,final_full/baselines|seqgan_master|union|D|R100|BASE,final_full/baselines,seqgan_master,union,D,R100,BASE,full,completed,132000,134000,2000,0,6a40deaaa37669041276fd5ca6b5b011a4ca27d8b819bb87fb8b52d83f884f08
