relative_path,size_bytes,sha256
phase1/run_matrix.csv,7103,e0b6838976a215573b2a529d216a037df8010617144cfc2e28c14036670a6959
phase1/smote/all/raw/Rfull/generated_feature_vectors.csv,131510,a1ed95c36c29fe5b48576170f58e465327939eece2783d73d24232ee1268eebd
phase1/smote/all/raw/Rfull/generated_payloads.csv,36227,d19f661a332293f695b2feba62f98fec3f4e36e1bfdcba657fd5c6b7dae804c0
phase1/smote/all/raw/Rfull/generated_payloads.txt,19996,ed11bdf65eb7823a6433aaf3b61d20c89e734814f7126ae0c72fce49bba34935
phase1/smote/all/raw/Rfull/logs/quality.log,2896,012acc1643fbc1022016bb53e904c8c43e3941aa0984700a2d9a7cd15106eab0
phase1/smote/all/raw/Rfull/logs/rf.log,143,e1fae0faba3f4eee27e1b73adaf4f71cdc695dca4b103fafb67f255da25e9342
phase1/smote/all/raw/Rfull/logs/train.log,131,9a7db2934fec0770543fa605205cb10f0b80d62a42676e17c627ed78c461324d
phase1/smote/all/raw/Rfull/quality_metrics.json,2895,4e10618b54e805ceadb348faa3c1201c315b57fc5be35102ed1aae62f45534e5
phase1/smote/all/raw/Rfull/rf_metrics.json,1483,1a8d0aed28471c201e1c54ed48d025f19ce410ab31f5c671f2a02ee33c85cab9
phase1/smote/all/raw/Rfull/run_manifest.json,2726,26289711bcbf10e41f7b32018af5108e3b6e17345f6fb5a7c89eb16b0f36e315
phase1/smote/all/raw/Rfull/training_metadata.json,606,79e7d9ee4485a98f493118f956665c1de064b5aeb7ec3a259dff598b7c7e789b
phase2a/ctgan/boolean/A/R50/critic.pt,1875657,a26b8a259c2ac8191a9ea67bf3763a4d9c45d8ecf3fe86bda35c5869d86e2e8e
phase2a/ctgan/boolean/A/R50/generated_feature_vectors.csv,45315,90461a36804d119caad9731027f2cbe860d71966bb6a73dc9a85a753b1aed2ca
phase2a/ctgan/boolean/A/R50/generated_payloads.csv,27030,f33ae3d4d4f6984e9109c57d5594a5a61953c1f82aefed68c23f25e7e66be3a1
phase2a/ctgan/boolean/A/R50/generated_payloads.txt,10785,016e871011ab0e3c457841a5c56b0644d9abff638e594e0a1155388ec76f4a33
phase2a/ctgan/boolean/A/R50/generator.pt,990667,74a9aed79a91b1c80acfac1e4031841701aeda66b07ee091e13e54a5fb27104e
phase2a/ctgan/boolean/A/R50/logs/quality.log,2651,4d74fb814a264a01f15b8fd7e789af00e602cc7af34111f86bf0d493f465b948
phase2a/ctgan/boolean/A/R50/logs/rf.log,144,9f1ce033aa7a3b282494186068517d25f28e7edca052465917965bc57added26
phase2a/ctgan/boolean/A/R50/logs/train.log,3842,0d01e6abb4187e70da0b72bd477c3ed74dcdedda172586919f3e886794e1f95f
phase2a/ctgan/boolean/A/R50/quality_metrics.json,2650,888c3038cc0da660906c13605101820bc24c6d1969c1619db2b8bc755d0d5796
phase2a/ctgan/boolean/A/R50/rf_metrics.json,1391,f1445734d2be9988c4b5c5613630541bcf8b27df7597cfc1be505730ccc1392b
phase2a/ctgan/boolean/A/R50/run_manifest.json,2797,d03c7e11781b023a724bacaaa4cff570af55415864c1c3341091d2ddbbba8bec
phase2a/ctgan/boolean/A/R50/training_history.csv,1060,a5533897fce7adb2e1d11f4fbf5fb427a336e6b8131a5796504988353905ccb1
phase2a/ctgan/boolean/A/R50/training_metadata.json,655,fdb09af5c072b99bd093cdae20786977dfcede1ba5ee231bb58794f7dafea05f
phase2a/ctgan/boolean/B/R50/critic.pt,1691337,c7622d12e2083316d563740afaf2df4de8a0bf7246f3f685b16ac22f8fe36fe7
phase2a/ctgan/boolean/B/R50/generated_feature_vectors.csv,44677,1ba23efb140c376487af60f9246e6398ef52a476d3ce9dc2ee3b4c99b2ba6b0b
phase2a/ctgan/boolean/B/R50/generated_payloads.csv,20738,59375926adb0e0a0b5fdff07975f3e19544bdb2e5d004898d18d1cea60680ed6
phase2a/ctgan/boolean/B/R50/generated_payloads.txt,4713,45a59ff07b062a833fc0527270ecefe5c5bef7c46c82c7408c893021ce59c469
phase2a/ctgan/boolean/B/R50/generator.pt,944587,1b8958e4e5693afc55305486dfd6ddf476d73c31e5ac8f5ef4b7c2cdffa0c999
phase2a/ctgan/boolean/B/R50/logs/quality.log,2641,d232d9da43d5276ea8efcf9d0f68540832ebb2a638502508ed920939e1337003
phase2a/ctgan/boolean/B/R50/logs/rf.log,144,c37815980c66e2152124dec2af617831b1bd6a1554ce72e33fc9964fe14a706a
phase2a/ctgan/boolean/B/R50/logs/train.log,3842,7e597c5b8e2bb1becd111741a27779a92b4ca1cc18bc1aaab3d6f0d900eb221e
phase2a/ctgan/boolean/B/R50/quality_metrics.json,2640,c309ce2cc8cf18cf4ab92e90a0792980532ccc577cbe61a7308cd1320aafc725
phase2a/ctgan/boolean/B/R50/rf_metrics.json,1402,7417e45faf3a8e65e18144c5bd37eba3b6c70e3b45e63c15a4b69d47c5f81fea
phase2a/ctgan/boolean/B/R50/run_manifest.json,2797,b16faee7b9dcbef6daa9fc9c565ea7876a546dc58d04cfee1fad4dd099960b3d
phase2a/ctgan/boolean/B/R50/training_history.csv,1049,a7a33a7873b687a5bd7586d9c6b8ce86f9ca563423ea0983e1fc74481e1946ea
phase2a/ctgan/boolean/B/R50/training_metadata.json,654,191fe41bfbe4506c603a7043e83f05ae019c0d64cdfa02c8e82ea4e903a1261e
phase2a/ctgan/boolean/C/R50/critic.pt,1834697,aa0e8196c136adee77e2a2600dc2079fbde2d0ea95f182e07b31e23e873ac7d2
phase2a/ctgan/boolean/C/R50/generated_feature_vectors.csv,45920,9ee7792a7788abe3744950cbf878293974a8d90f4cd0d223a1ce7be3418ee888
phase2a/ctgan/boolean/C/R50/generated_payloads.csv,43902,a6c932b84be5dc949ecee7223bcb87268f1521deaae706fb5dc9e3398fa03c21
phase2a/ctgan/boolean/C/R50/generated_payloads.txt,27515,d2329a77095dcf29e156e4cbef3be46701d863bf89ca9eaa09c82adf35fdc674
phase2a/ctgan/boolean/C/R50/generator.pt,980427,45f1dc30ad3d25d2df0509cccf673411165d1d94d6ffe7c7bbd2be09792d2c04
phase2a/ctgan/boolean/C/R50/logs/quality.log,2706,396d36b685ef6bae94ecd94f6dad08432fe1fd8c326cf2df68f9d22bd727d4cd
phase2a/ctgan/boolean/C/R50/logs/rf.log,144,eb923cf2d008af1558bc940183ac2e8c0f1f8aa66fb5f2d6509e0d974052851a
phase2a/ctgan/boolean/C/R50/logs/train.log,4574,00468ebff26282a2c2d8e29045f3b0dd3497a10543f822e0f427b74a15d5f0c5
phase2a/ctgan/boolean/C/R50/quality_metrics.json,2705,f08fe10fe7eebe884e97054aad3db1bd8932ca6ac48474bb5321e6b35b748ba3
phase2a/ctgan/boolean/C/R50/rf_metrics.json,1394,9d4d12df3140d9ad0fdf246a82843081144897bac824e8deef9cd3895a0a195b
phase2a/ctgan/boolean/C/R50/run_manifest.json,2797,ed87680046c95c807eb242bc7be9159dac88e13e347c39c0b8750b942cdb3434
phase2a/ctgan/boolean/C/R50/training_history.csv,1046,6106c4bffa9b390fa0f10e050448ce0165324b723aa2765b5c0bfa0d1e249a68
phase2a/ctgan/boolean/C/R50/training_metadata.json,655,9513d0b28ddc580e35cdb540fc98854371f84855ad1556e1a64feeb10aa46bdc
phase2a/ctgan/boolean/D/R50/critic.pt,1875657,02359b71a911195bfb94fe224fa1f3243f0e16ce0025cd814545c0165cfccd80
phase2a/ctgan/boolean/D/R50/generated_feature_vectors.csv,45894,289e635f8a5a45dd6bc311557a286814180cc498b153dbe8e48c1eaff277da0b
phase2a/ctgan/boolean/D/R50/generated_payloads.csv,39327,26c5d84b6a7e111427e9a32e6c841749832c4d81a605b5c0b8ad501d6b697bb7
phase2a/ctgan/boolean/D/R50/generated_payloads.txt,22981,688e31f5b130e6b8fd8f3d5f46c7dcaf006a437e4fc0cf99317d6c3fa09c1177
phase2a/ctgan/boolean/D/R50/generator.pt,990667,afcd0544826f884bf1cf0bc491aea5ee4e8cad9d1fb29219f86064d14f0f3892
phase2a/ctgan/boolean/D/R50/logs/quality.log,2681,8a905583c784b1e1bbba68f6cdbdd1945b9684cf0f5f12dacccf42053a0e4ae9
phase2a/ctgan/boolean/D/R50/logs/rf.log,144,1a49c179964c8a80739845b95e5426aa633b82acb2dfa9d2d769ee24c2cfc6c2
phase2a/ctgan/boolean/D/R50/logs/train.log,5306,01b2f56c793d22aca74c6b353fea7927fadac1f4fd9a6b6cc84825d50003c653
phase2a/ctgan/boolean/D/R50/quality_metrics.json,2680,441e674ae3ecf3a443523f3d4f0dc10417f2e5a1f72187c7fc523e25f9996a58
phase2a/ctgan/boolean/D/R50/rf_metrics.json,1398,9c6b4ebf5760b45c6a43b8ab61655322ddea78072a5e8bdc768c3f997db08301
phase2a/ctgan/boolean/D/R50/run_manifest.json,2797,97ef38f580bd4f8e2703cbf30637bbac829ce98ac2947c17015e72a91b71fb9f
phase2a/ctgan/boolean/D/R50/training_history.csv,1049,8442107efa2df67dbd5fb706c7d75b4a546a803d3a020313ff7dc33ec576a68a
phase2a/ctgan/boolean/D/R50/training_metadata.json,654,673bba7429e7f123a06371ae2876886a8de8308d391b191fead1b2b4f6f22220
phase2a/ctgan/boolean/E/R50/critic.pt,1937097,50927ae3a74e4d7f5b0e8498419a22aa3badbed5fe9c85bff5f02018328db640
phase2a/ctgan/boolean/E/R50/generated_feature_vectors.csv,45804,44241dc17d14f6063744cda9310a75b055e0ef4ddfe8e39d2113539ac6a85472
phase2a/ctgan/boolean/E/R50/generated_payloads.csv,41356,b3c815c206ef606bfffca7437e03a326d85d1dcea093f3fdda78f8daa5c58b58
phase2a/ctgan/boolean/E/R50/generated_payloads.txt,25018,40ffd967b3024d7ade261cacfd425410bd4ce9d02341e2b8c7d2b90b9bb669ec
phase2a/ctgan/boolean/E/R50/generator.pt,1006027,d6231e4a729a08a22fe7d2a4656df91f383026aaf66c04cf72e9ba5c983ec675
phase2a/ctgan/boolean/E/R50/logs/quality.log,2710,b8ce8949e39bdbf0cb2951a3645db1f7ed03ae94f334761372dba05e86b6fcc2
phase2a/ctgan/boolean/E/R50/logs/rf.log,144,148056f0d15d8266b2e8a9b214e1b272ec3513f4cf5d3a696835333db53bcb18
phase2a/ctgan/boolean/E/R50/logs/train.log,5062,7845a57ad8951de35a693518f6bb8ec10dbf5cb898046fa1ad4a2e9a271e2c5b
phase2a/ctgan/boolean/E/R50/quality_metrics.json,2709,c9a5e5d6e1fb0aec7c028c68d3b76c41f3e2614cc90c93086fa6ee999807821b
phase2a/ctgan/boolean/E/R50/rf_metrics.json,1410,542c9cb18b50443de7c9aa2b68c69f0b0c3159a729cc9af6256cc47c74f6e6b3
phase2a/ctgan/boolean/E/R50/run_manifest.json,2797,d975c1b9572628021bd85e46f48b8535e5b10284c3eb864b6703dca812169a69
phase2a/ctgan/boolean/E/R50/training_history.csv,1058,ec7a85439e736ad7d9afb25c85ba69247612311daf63728638781dcb8195f8e6
phase2a/ctgan/boolean/E/R50/training_metadata.json,655,bcbcac009f64299eca834e5247af0f44861f48eab6c76737d7c81bde31951bd0
phase2a/ctgan/boolean/F/R50/critic.pt,1844937,6be68f3151e7f9a9d6fd22d06f9a41e194a62985efc8d958c2b460fd0afd3cf2
phase2a/ctgan/boolean/F/R50/generated_feature_vectors.csv,44829,bab3fc273d3691b48cc26338f789fc661062e615b97c7927b0e462f3489b67ff
phase2a/ctgan/boolean/F/R50/generated_payloads.csv,26683,d36ab50516c44033183d9e95a04a88cb6d0c49c5b55105b3b8128bb09cdacbd1
phase2a/ctgan/boolean/F/R50/generated_payloads.txt,10504,236658362cf906ca2dea923df0d97d198156e13f37aef84f872c29ca746c360b
phase2a/ctgan/boolean/F/R50/generator.pt,982987,a6a3da33957dbac6a429a49e5cbcf31455df2b988ddbed3027f3e2e07fe3c967
phase2a/ctgan/boolean/F/R50/logs/quality.log,2688,b9cb09053aeaf531558a69b91ab829b43468d7dfec6cc99812f491aa3bab87f5
phase2a/ctgan/boolean/F/R50/logs/rf.log,144,2014873f2554347473e238ff2ba2ed3be198680e0bc3d0a97aef76a8058c7ef0
phase2a/ctgan/boolean/F/R50/logs/train.log,4086,7904cf7855088dbdf0acaf3fcc20c4d93c60f74ffe58f500ea888a63c5d501fe
phase2a/ctgan/boolean/F/R50/quality_metrics.json,2687,afef8bd7a2b312fa18bada004ac3246142a91d57ac95079cf27e706ff1647c31
phase2a/ctgan/boolean/F/R50/rf_metrics.json,1368,c8dd4a5aacbb741f35743bfb496c1192415281060b0f3cba7393727ad449cf3d
phase2a/ctgan/boolean/F/R50/run_manifest.json,2797,4fb79dabf1c960000b2859fd0df717fa5f8fec9acf65a09e891049bb8155c5eb
phase2a/ctgan/boolean/F/R50/training_history.csv,1050,1777592336a41e19ed3cb4d8f8fa7d91031724afa72e3063bc719a2678922c83
phase2a/ctgan/boolean/F/R50/training_metadata.json,654,3ef958d93323af35b42452fd68b9a11e5edf8a8300c3e995d237df9bccb6095f
phase2a/ctgan/error/A/R50/critic.pt,1916617,855b962e5678070c1c9becf1e350968529cab5e908ffc8f5fc088f69a6ae2f44
phase2a/ctgan/error/A/R50/generated_feature_vectors.csv,45839,c50c13cdab4d8c47aec8b28423472576385e4bfd1527fb60254fba36af0782a7
phase2a/ctgan/error/A/R50/generated_payloads.csv,61845,1afa57f22e22c97981e81165c266a0581b297172547f28abdd096919642d251e
phase2a/ctgan/error/A/R50/generated_payloads.txt,45902,c8d8c94f13dc587d8a5a9819c130ede11c0514c9ee136ffe94794155196a9608
phase2a/ctgan/error/A/R50/generator.pt,1000907,6361f149bfeedb0966d8a11719b18ef7de622e9de33376634d8b2d4f1b02a14e
phase2a/ctgan/error/A/R50/logs/quality.log,2696,b099e5238234e08cd32787c684649354c2ce88cfcd405b09a7c73ba360d72304
phase2a/ctgan/error/A/R50/logs/rf.log,142,131d6b1a0620c3b7a5449280fb3d401c65b9625e7c6a6d3a0cbfa8031dfa2637
phase2a/ctgan/error/A/R50/logs/train.log,5548,ba17e429bcf4467159e9189a3670acba481709604709e045fc3d495c7906fc98
phase2a/ctgan/error/A/R50/quality_metrics.json,2695,7b03ccedd127c6a331a1b6c28cc87c1490bb403f5ed5aed5cb751870391af630
phase2a/ctgan/error/A/R50/rf_metrics.json,1217,977bdb6fa14efbf9d2343141cc1e721a30b98beb90d7b5343078016287f98bb1
phase2a/ctgan/error/A/R50/run_manifest.json,2765,2fd6797bbcd99ed04feb973341db6b1e409ea3d521224d3c73e1106d77cfd487
phase2a/ctgan/error/A/R50/training_history.csv,1058,b6d77adce14d3814997f6b9e2a7523638cd24fa08108282d2d449ff71e6b8959
phase2a/ctgan/error/A/R50/training_metadata.json,646,6afe816919defc0ebf404e2082f5e8a69fb5eeafebea384227dd21f7c8731a38
phase2a/ctgan/error/B/R50/critic.pt,1865417,d63165db2d10a0d1fd3c73fabb21b30cc168d332e031c6c62daede106bdf6e7d
phase2a/ctgan/error/B/R50/generated_feature_vectors.csv,45851,528a1fba220cc8cf3016a2e3e91cf58b9992f4ae51781a4b33b1dd19518c380e
phase2a/ctgan/error/B/R50/generated_payloads.csv,50107,5ffaf2a6cac00d76b5c1a762e91e952c244e051ec7aca5fea809ed07658ee620
phase2a/ctgan/error/B/R50/generated_payloads.txt,34118,21207243835446911eddebaaa6cbb535bc60e64e953a3939d927c13f2b395883
phase2a/ctgan/error/B/R50/generator.pt,988107,86f04985f83d92c814b0c89e5ce2c0252c2e2046bcd189d08a8a7333f7cb4ce8
phase2a/ctgan/error/B/R50/logs/quality.log,2737,9fb58aa4671748bc645379e2f15aaf9242a4b0d4cdfd982a5d7df856d9a40d0e
phase2a/ctgan/error/B/R50/logs/rf.log,142,d0940b247e0ecc7963216e4710f4556c284cbf411e85e0798c10f3b54c789504
phase2a/ctgan/error/B/R50/logs/train.log,4572,2545949e0ca82e3646b57e48cb5e5e394995c0f178b07477ac963df91b71bee2
phase2a/ctgan/error/B/R50/quality_metrics.json,2736,d7331879dd8e135844c3f24778f8614c041a6fdf553724c2a0dabb61826e73bd
phase2a/ctgan/error/B/R50/rf_metrics.json,1258,4296fe95703a8b474076cc98f2b0b6298b289066a0e4d69a385d9493430f5f63
phase2a/ctgan/error/B/R50/run_manifest.json,2765,a0beefaf2f4a8c1e60a0637583edd3c84fed624fd7dc4a237983971e9f2b2288
phase2a/ctgan/error/B/R50/training_history.csv,1049,77bff54ba6aa0678227497e562d10973b03536c7a4dfb5e77e0bd1e0a93f90a7
phase2a/ctgan/error/B/R50/training_metadata.json,646,7488383f91bf428743c3ee19c4b7e890fc98a9224065cbeb6f4e12baff4ad8c1
phase2a/ctgan/error/C/R50/critic.pt,1865417,c834c6dc6988297ee27b04ad2bdd9d3d3b95a196d684f27bedd06a08760e7118
phase2a/ctgan/error/C/R50/generated_feature_vectors.csv,45922,ae181ec2c73036da1966b1c55a6ce6593b08ef552d866fc7380bc7440dd13019
phase2a/ctgan/error/C/R50/generated_payloads.csv,50210,72277d018adc410c66c851e1a27e43cd603bb77c148acba7aa67c4c4f568b43c
phase2a/ctgan/error/C/R50/generated_payloads.txt,34211,d39d97d8acaca7e3ea5196929988815af10d5cc348d4bfdd9951485a6f3ae853
phase2a/ctgan/error/C/R50/generator.pt,988107,f09587184fa86ca6477305c76aff5c891ec587bb91a29cad2986b911d88b84d4
phase2a/ctgan/error/C/R50/logs/quality.log,2712,422769094c6b2fbd3261d850ce7ac312a48c3f2026d3b2d60b2446ad0940ca73
phase2a/ctgan/error/C/R50/logs/rf.log,142,f920dab26b5d7464ea33ed090a26919bcd44558d9a14b834aabc73fe524ff44b
phase2a/ctgan/error/C/R50/logs/train.log,4328,865568d746fa77b4f2acc13c372c03c6597fa31e89ee379bfb00026365b7b9e2
phase2a/ctgan/error/C/R50/quality_metrics.json,2711,9487e45d19f868c5d5558eb23d968222f4fdc3852501f2813daa7c6e3044af72
phase2a/ctgan/error/C/R50/rf_metrics.json,1358,b1b06b6a915b91c7252079416cfa2a33c02f1276dee1a556b59080e02c2b8b48
phase2a/ctgan/error/C/R50/run_manifest.json,2765,becbc1a3dcf26987f04a8f951ae5019efdea2be7972705c2b02550f88a26556f
phase2a/ctgan/error/C/R50/training_history.csv,1047,ac4afecd3199dca04f097e2363df75f3d49e6899ac06f3b36090e32b12cc208f
phase2a/ctgan/error/C/R50/training_metadata.json,646,b37f78764328d6ebd00ca6d3f651766f20dba93a607066185de809d77fe91efe
phase2a/ctgan/error/D/R50/critic.pt,1916617,93b734efd9832eb0d7cc1ec98a21a0778f42c99445d1f5d567df369b00a2b3cf
phase2a/ctgan/error/D/R50/generated_feature_vectors.csv,46134,b9bf229880b11df59ffd9f3e835b0a27d79feb9badfe73800781ffac7bab29eb
phase2a/ctgan/error/D/R50/generated_payloads.csv,64717,2d0730ce4e421ee0867ce964aeb63cefc118f98dbd08586337bcda655ab637ea
phase2a/ctgan/error/D/R50/generated_payloads.txt,48772,f215fd1c21c63c04bbce769f0b5ce265fb9932e1317bbb05a7e334c30d4b2010
phase2a/ctgan/error/D/R50/generator.pt,1000907,81cfb2eccd8fa80e58cec63a951d94c5f08ef40a084320710bed9e7ceba54d6b
phase2a/ctgan/error/D/R50/logs/quality.log,2681,d548a9a2b614293db1b20e9d6b90c19210bc51a52a778990cc0b79a7da6f9bbf
phase2a/ctgan/error/D/R50/logs/rf.log,142,4f0b485d6b60211611f908de593c10115a9891a96036719ebbcb10222ada8bd2
phase2a/ctgan/error/D/R50/logs/train.log,5060,9e9f9fe01a23dbc9612a64719488a8af18b8baf39292ae10546f92cb8f98ec4f
phase2a/ctgan/error/D/R50/quality_metrics.json,2680,5ddfe297922764a3c88790bbc5d7b1d2bcb041081e21a2a576f1671cc1bd6536
phase2a/ctgan/error/D/R50/rf_metrics.json,1346,8dfafade85686097ebd0c46df440f52e9fce8e09fa661239baac817c2f771ec0
phase2a/ctgan/error/D/R50/run_manifest.json,2765,3cf7dffe71dac15697e5a580020fc1b1869ef469c89ad9cab9e014a529a3f8c4
phase2a/ctgan/error/D/R50/training_history.csv,1046,ce70f9e91c9c9a9140ec1e575aa13cb483ccb015d67cfd704131a08143e1fa01
phase2a/ctgan/error/D/R50/training_metadata.json,646,7b80f1f5bf40065a2e6dcd66942da2da20e83408e1ca9212c8039291cb10296b
phase2a/ctgan/error/E/R50/critic.pt,1855177,639088b20c45976a644f4ca54c71cffce78b97f555602fdd2cc773eb818d7268
phase2a/ctgan/error/E/R50/generated_feature_vectors.csv,46061,f15a1e8580e9c85e87b012912af89aaa46067f0a4808168757bf9a9e9423b4ae
phase2a/ctgan/error/E/R50/generated_payloads.csv,62887,171e678137a505c2dde149171bafea763511d7134312dc9bee95a6875dc7bae2
phase2a/ctgan/error/E/R50/generated_payloads.txt,46915,24875a8dc8d6850c667017e1d24b08e201dcceeb6300b28c238dc41e27f691e3
phase2a/ctgan/error/E/R50/generator.pt,985547,00f2745cab9267cf0615a4ade336a31d304537fc512616b4815d7b532a739193
phase2a/ctgan/error/E/R50/logs/quality.log,2673,115c7db087b5b9234d1761dfff998aeba3a33c8e5a3302b908e06ec4cc3472ec
phase2a/ctgan/error/E/R50/logs/rf.log,142,fc1875776b60b64d33306d8a549842f13417a0f228f694d29ce1b366c3ea8af7
phase2a/ctgan/error/E/R50/logs/train.log,5304,b1653152f812bc9de11516118e12dcd6d52acdaa4c0dd96c1c02cb89921eb25a
phase2a/ctgan/error/E/R50/quality_metrics.json,2672,fea57f6e3e117091f0b259541b8140e6f0ef322b471ea46a8eb6879b12906aec
phase2a/ctgan/error/E/R50/rf_metrics.json,1254,5622b527e16c0c1de08773f28be18a7c8d98e14443a37bbf10fcf232c37a499b
phase2a/ctgan/error/E/R50/run_manifest.json,2765,a31ec5050b1df90573bd305c48dfbc6820d7f28396b32ac6a8cf73ffedd25356
phase2a/ctgan/error/E/R50/training_history.csv,1044,6eae680a04bdc633e3189a52a257569d2e0588cd3f5cf2eeb58aecc54e7b8541
phase2a/ctgan/error/E/R50/training_metadata.json,646,01abcc9d555b7b59d309bfc973d5f5adb926dca7f191820c26a7cf9b6be70c85
phase2a/ctgan/error/F/R50/critic.pt,1896137,be8f48b5010f20b550be9f2792e3f49e32234f2b83dae9a0277fd84f2d9039af
phase2a/ctgan/error/F/R50/generated_feature_vectors.csv,45921,cec2ba525602484511f570b70853408fec6ec4426686402632d27e625bc84e90
