elapsed_seconds,allowed_concurrency,running,pending,cpu_percent,ram_percent,gpu_util_percent,gpu_memory_percent,gpu_memory_used_mb,gpu_memory_total_mb
514.8,100,39,0,100.0,32.9,100.0,36.204833984375,29659.0,81920.0
530.2,100,38,0,100.0,32.1,100.0,35.19287109375,28830.0,81920.0
545.7,100,38,0,100.0,31.4,100.0,34.1943359375,28012.0,81920.0
561.0,100,38,0,100.0,30.6,100.0,33.182373046875,27183.0,81920.0
576.4,100,37,0,100.0,30.5,100.0,33.182373046875,27183.0,81920.0
591.9,100,36,0,100.0,30.4,100.0,33.182373046875,27183.0,81920.0
607.3,100,35,0,100.0,30.5,100.0,33.182373046875,27183.0,81920.0
622.7,100,35,0,100.0,30.5,100.0,33.182373046875,27183.0,81920.0
638.1,100,35,0,100.0,30.4,100.0,33.182373046875,27183.0,81920.0
653.5,100,35,0,100.0,30.4,100.0,33.182373046875,27183.0,81920.0
668.9,100,35,0,100.0,30.4,100.0,33.184814453125,27185.0,81920.0
684.3,100,35,0,100.0,30.4,100.0,33.187255859375,27187.0,81920.0
699.7,100,35,0,100.0,30.4,100.0,33.187255859375,27187.0,81920.0
715.1,100,35,0,100.0,30.4,100.0,33.187255859375,27187.0,81920.0
730.5,100,35,0,100.0,30.4,99.0,33.187255859375,27187.0,81920.0
745.9,100,35,0,100.0,30.4,100.0,33.187255859375,27187.0,81920.0
761.3,100,35,0,100.0,30.4,100.0,33.187255859375,27187.0,81920.0
776.6,100,35,0,100.0,30.5,99.0,33.189697265625,27189.0,81920.0
792.0,100,35,0,100.0,30.4,100.0,33.189697265625,27189.0,81920.0
807.4,100,35,0,100.0,30.5,100.0,33.189697265625,27189.0,81920.0
822.8,100,35,0,100.0,30.5,100.0,33.189697265625,27189.0,81920.0
838.2,100,35,0,100.0,30.4,100.0,33.189697265625,27189.0,81920.0
853.6,100,35,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
869.0,100,35,0,100.0,29.7,100.0,32.177734375,26360.0,81920.0
884.4,100,35,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
899.8,100,34,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
915.2,100,34,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
930.6,100,34,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
945.9,100,34,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
961.3,100,34,0,100.0,29.6,100.0,32.177734375,26360.0,81920.0
976.7,100,34,0,100.0,28.9,99.0,31.165771484375,25531.0,81920.0
992.1,100,34,0,100.0,28.9,100.0,31.168212890625,25533.0,81920.0
1007.5,100,34,0,100.0,28.8,100.0,31.168212890625,25533.0,81920.0
1022.9,100,33,0,100.0,28.8,100.0,31.168212890625,25533.0,81920.0
1038.4,100,33,0,100.0,28.8,100.0,31.168212890625,25533.0,81920.0
1053.7,100,33,0,100.0,28.8,100.0,31.168212890625,25533.0,81920.0
1069.1,100,33,0,100.0,28.0,100.0,30.15625,24704.0,81920.0
1084.5,100,33,0,100.0,28.1,100.0,30.15869140625,24706.0,81920.0
1099.9,100,33,0,99.7,28.0,100.0,30.15869140625,24706.0,81920.0
1115.2,100,32,0,100.0,28.0,99.0,30.15869140625,24706.0,81920.0
1130.7,100,32,0,100.0,27.9,100.0,30.15869140625,24706.0,81920.0
1146.1,100,32,0,100.0,28.0,100.0,30.15869140625,24706.0,81920.0
1161.5,100,32,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1176.9,100,32,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1192.3,100,32,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1207.7,100,31,0,100.0,27.2,99.0,29.146728515625,23877.0,81920.0
1223.0,100,31,0,100.0,27.1,100.0,29.146728515625,23877.0,81920.0
1238.4,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1253.8,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1269.2,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1284.6,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1299.9,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1315.3,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1330.7,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1346.1,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1361.4,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1376.8,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1392.2,100,31,0,100.0,27.2,100.0,29.146728515625,23877.0,81920.0
1407.6,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1423.0,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1438.4,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1453.8,100,31,0,100.0,27.3,99.0,29.146728515625,23877.0,81920.0
1469.1,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1484.5,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1499.9,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1515.3,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1530.6,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1546.0,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1561.4,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1576.8,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1592.2,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1607.6,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1622.9,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1638.4,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1653.7,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1669.0,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1684.4,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1699.9,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1715.3,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1730.7,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1746.0,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1761.4,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1776.8,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1792.2,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1807.6,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
1823.0,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1838.4,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1853.7,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1869.1,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1884.5,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1899.8,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
1915.3,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
1930.6,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1946.0,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
1961.4,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
1976.8,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
1992.2,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
2007.6,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2023.0,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2038.3,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2053.7,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2069.1,100,31,0,100.0,27.3,100.0,29.146728515625,23877.0,81920.0
2084.6,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2100.0,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2115.4,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2130.8,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2146.2,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2161.5,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2177.0,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2192.3,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2207.7,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2223.1,100,31,0,100.0,27.4,100.0,29.146728515625,23877.0,81920.0
2238.5,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2253.9,100,31,0,100.0,27.4,99.0,29.149169921875,23879.0,81920.0
2269.4,100,31,0,100.0,27.4,99.0,29.149169921875,23879.0,81920.0
2284.8,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2300.1,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2315.5,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2330.9,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2346.3,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2361.7,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2377.1,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2392.4,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2407.8,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2423.2,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2438.5,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2454.0,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2469.4,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2484.8,100,31,0,100.0,27.4,99.0,29.149169921875,23879.0,81920.0
2500.1,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2515.5,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2530.9,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2546.2,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2561.7,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2577.1,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2592.6,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2607.9,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2623.4,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2638.7,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2654.2,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2669.5,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2684.9,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2700.3,100,31,0,100.0,27.4,99.0,29.149169921875,23879.0,81920.0
2715.6,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2731.0,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2746.4,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2761.8,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2777.2,100,31,0,100.0,27.4,100.0,29.149169921875,23879.0,81920.0
2792.5,100,31,0,100.0,26.7,100.0,28.414306640625,23277.0,81920.0
2807.9,100,31,0,100.0,26.7,100.0,28.414306640625,23277.0,81920.0
2823.4,100,31,0,99.7,26.6,100.0,28.414306640625,23277.0,81920.0
2838.8,100,30,0,100.0,26.6,100.0,28.414306640625,23277.0,81920.0
2854.2,100,30,0,100.0,26.6,100.0,28.414306640625,23277.0,81920.0
2869.5,100,30,0,100.0,26.6,100.0,28.414306640625,23277.0,81920.0
2884.9,100,30,0,100.0,26.6,100.0,28.414306640625,23277.0,81920.0
2900.3,100,30,0,100.0,25.8,99.0,27.67822265625,22674.0,81920.0
2915.7,100,30,0,100.0,25.1,100.0,26.942138671875,22071.0,81920.0
2931.2,100,30,0,100.0,21.3,100.0,23.262939453125,19057.0,81920.0
2946.6,100,29,0,100.0,21.2,100.0,23.262939453125,19057.0,81920.0
2962.1,100,26,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
2977.4,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
2992.8,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3008.1,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3023.5,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3038.9,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3054.3,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3069.6,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3085.0,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3100.3,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3115.7,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3131.0,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3146.4,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3161.8,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3177.2,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3192.5,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3207.9,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3223.2,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3238.6,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3254.0,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3269.4,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3284.7,100,23,0,100.0,20.9,99.0,23.267822265625,19061.0,81920.0
3300.1,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3315.5,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3330.9,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3346.3,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3361.7,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3377.0,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3392.4,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3407.8,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3423.1,100,23,0,100.0,20.9,99.0,23.267822265625,19061.0,81920.0
3438.5,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3453.8,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3469.2,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3484.6,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3499.9,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3515.3,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3530.6,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3546.0,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3561.4,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3576.7,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3592.1,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3607.5,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3622.9,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3638.2,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3653.6,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3669.0,100,23,0,99.7,20.9,100.0,23.267822265625,19061.0,81920.0
3684.4,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3699.8,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3715.2,100,23,0,99.7,20.9,100.0,23.267822265625,19061.0,81920.0
3730.5,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3745.9,100,23,0,100.0,21.0,100.0,23.267822265625,19061.0,81920.0
3761.3,100,23,0,100.0,20.9,99.0,23.267822265625,19061.0,81920.0
3776.7,100,23,0,100.0,20.9,100.0,23.267822265625,19061.0,81920.0
3792.0,100,23,0,100.0,20.1,99.0,22.2607421875,18236.0,81920.0
3807.4,100,23,0,100.0,20.2,100.0,22.2607421875,18236.0,81920.0
3822.8,100,23,0,100.0,20.1,100.0,22.2607421875,18236.0,81920.0
3838.2,100,22,0,100.0,20.1,100.0,22.2607421875,18236.0,81920.0
3853.6,100,22,0,100.0,20.1,99.0,22.2607421875,18236.0,81920.0
3869.0,100,22,0,100.0,20.1,100.0,22.2607421875,18236.0,81920.0
3884.3,100,22,0,100.0,18.6,100.0,20.24169921875,16582.0,81920.0
3899.7,100,22,0,100.0,18.6,100.0,20.24169921875,16582.0,81920.0
3915.1,100,21,0,100.0,18.5,100.0,20.244140625,16584.0,81920.0
3930.5,100,20,0,99.7,18.5,100.0,20.24658203125,16586.0,81920.0
3945.8,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
3961.2,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
3976.6,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
3991.9,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4007.3,100,20,0,100.0,18.4,100.0,20.24658203125,16586.0,81920.0
4022.7,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4038.0,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4053.4,100,20,0,100.0,18.5,99.0,20.24658203125,16586.0,81920.0
4068.8,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4084.1,100,20,0,100.0,18.5,99.0,20.24658203125,16586.0,81920.0
4099.5,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4114.9,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4130.2,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4145.6,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4161.0,100,20,0,99.7,18.5,99.0,20.24658203125,16586.0,81920.0
4176.3,100,20,0,100.0,18.5,100.0,20.24658203125,16586.0,81920.0
4191.7,100,20,0,100.0,18.4,100.0,20.24658203125,16586.0,81920.0
4207.0,100,20,0,99.7,18.5,100.0,20.24658203125,16586.0,81920.0
4222.4,100,20,0,99.7,18.4,100.0,20.24658203125,16586.0,81920.0
4237.7,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4253.1,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4268.4,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4283.8,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4299.2,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4314.5,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4329.9,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4345.2,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4360.6,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4376.0,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4391.3,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4406.7,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4422.0,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4437.4,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4452.8,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4468.2,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4483.5,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4498.9,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4514.3,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4529.7,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4545.0,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4560.4,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4575.7,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4591.1,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4606.5,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4621.8,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4637.2,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4652.5,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4667.9,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4683.2,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4698.6,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4713.9,100,20,0,99.7,18.4,99.0,20.25146484375,16590.0,81920.0
4729.3,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4744.7,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4760.1,100,20,0,100.0,18.4,100.0,20.25146484375,16590.0,81920.0
4775.5,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4790.9,100,20,0,100.0,18.5,100.0,20.25146484375,16590.0,81920.0
4806.2,100,20,0,100.0,17.7,100.0,19.24072265625,15762.0,81920.0
4821.5,100,20,0,100.0,17.6,100.0,19.24072265625,15762.0,81920.0
4836.9,100,19,0,100.0,17.6,100.0,19.24072265625,15762.0,81920.0
4852.3,100,19,0,100.0,16.9,100.0,18.228759765625,14933.0,81920.0
4867.6,100,19,0,100.0,16.8,100.0,18.228759765625,14933.0,81920.0
4883.0,100,18,0,100.0,15.3,100.0,16.209716796875,13279.0,81920.0
4898.3,100,18,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
4913.7,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
4929.1,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
4944.4,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
4959.8,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
4975.1,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
4990.5,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5005.8,100,16,0,100.0,15.1,99.0,16.209716796875,13279.0,81920.0
5021.2,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5036.6,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5051.9,100,16,0,99.7,15.1,100.0,16.209716796875,13279.0,81920.0
5067.3,100,16,0,99.3,15.1,100.0,16.209716796875,13279.0,81920.0
5082.7,100,16,0,99.7,15.1,100.0,16.209716796875,13279.0,81920.0
5098.1,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5113.4,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5128.8,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5144.2,100,16,0,99.7,15.1,100.0,16.209716796875,13279.0,81920.0
5159.5,100,16,0,100.0,15.2,100.0,16.209716796875,13279.0,81920.0
5174.9,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5190.2,100,16,0,99.7,15.1,100.0,16.209716796875,13279.0,81920.0
5205.6,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5221.0,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5236.4,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5251.7,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5267.0,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5282.4,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5297.7,100,16,0,99.7,15.1,100.0,16.209716796875,13279.0,81920.0
5313.1,100,16,0,100.0,15.1,100.0,16.209716796875,13279.0,81920.0
5328.4,100,16,0,100.0,15.2,100.0,16.209716796875,13279.0,81920.0
5343.8,100,16,0,100.0,15.2,100.0,16.209716796875,13279.0,81920.0
5359.1,100,16,0,100.0,15.2,100.0,16.209716796875,13279.0,81920.0
5374.5,100,16,0,100.0,15.2,100.0,16.209716796875,13279.0,81920.0
